# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       5.711876177781e-11       1.562597150990e-15       1.197330116424e-13       0.000000000000e+00       4.703615788067e-09       2.602645914271e-10      -6.963057824905e-13 
    3       5.621851454309e-11       2.131046267390e-15       1.454157922671e-13       0.000000000000e+00       3.022857408535e-09       1.909073617679e-10      -5.608662716093e-13 
    4       5.508451555551e-11       1.919785983108e-15       1.436525849282e-13       0.000000000000e+00       2.167384828980e-09       1.485971993868e-10      -3.811077184656e-13 
    5       5.441448429468e-11       1.318969186954e-15       1.276945578888e-13       0.000000000000e+00       1.657968893826e-09       1.201622434859e-10      -2.158187049067e-13 
    6       5.427352161916e-11       7.561255166056e-16       1.066330711322e-13       0.000000000000e+00       1.322109315900e-09       9.978051222799e-11      -8.707676703924e-14 
    7       5.455535339216e-11       4.208488746238e-16       8.646435719166e-14       0.000000000000e+00       1.085993479991e-09       8.450938662790e-11      -1.639686179654e-15 
    8       5.518864705424e-11       2.822827534428e-16       7.034530550448e-14       0.000000000000e+00       9.119371220539e-10       7.269778165865e-11       4.314032141308e-14 
    9       5.609417242193e-11       2.343333278172e-16       5.947398124972e-14       0.000000000000e+00       7.787824122110e-10       6.336709568701e-11       5.556812111368e-14 
   10       5.718380077259e-11       2.041746945738e-16       5.375784459346e-14       0.000000000000e+00       6.739607661697e-10       5.586005036498e-11       4.659461453724e-14 
   11       5.844934849252e-11       1.745915667611e-16       5.232946155468e-14       0.000000000000e+00       5.661993643416e-10       4.945592170925e-11       2.730399647488e-14 
   12       5.982255384206e-11       1.547521538776e-16       5.397432094359e-14       0.000000000000e+00       4.995676214712e-10       4.420264296796e-11       6.626169575118e-15 
   13       6.129463885209e-11       1.507317559683e-16       5.753976739279e-14       0.000000000000e+00       4.443207153316e-10       3.985649068586e-11      -9.339281319166e-15 
   14       6.284334538821e-11       1.586213474798e-16       6.211029104740e-14       0.000000000000e+00       3.979271161402e-10       3.606440080025e-11      -1.814555069042e-14 
   15       6.447322459209e-11       1.725495821989e-16       6.708100594932e-14       0.000000000000e+00       3.585351936144e-10       3.283098151685e-11      -1.973238470589e-14 
   16       6.613877702761e-11       1.915979522518e-16       7.213367970232e-14       0.000000000000e+00       3.247675663946e-10       3.001093174819e-11      -1.610057639036e-14 
   17       6.786937144561e-11       2.192103649227e-16       7.716137888310e-14       0.000000000000e+00       2.955755835909e-10       2.752589303777e-11      -1.002525702511e-14 
   18       6.962759784977e-11       2.587124037927e-16       8.232590925500e-14       0.000000000000e+00       2.700516046696e-10       2.534034444683e-11      -4.204424417701e-15 
   19       7.141847422331e-11       3.105105850465e-16       8.775846021636e-14       0.000000000000e+00       2.478520200912e-10       2.342848382943e-11      -1.243752346953e-16 
   20       7.324519476879e-11       3.737285855336e-16       9.354532792625e-14       0.000000000000e+00       2.281703216748e-10       2.171705059611e-11       1.207469108972e-15 
   21       7.510903544302e-11       4.482403836456e-16       9.966516213551e-14       0.000000000000e+00       2.107324182097e-10       2.017973636628e-11       8.750349623127e-17 
   22       7.699681745739e-11       5.340091686524e-16       1.060187863915e-13       0.000000000000e+00       1.951550653126e-10       1.878330998700e-11      -2.507039572636e-15 
   23       7.891178597190e-11       6.313283709682e-16       1.124194828755e-13       0.000000000000e+00       1.812474831156e-10       1.752364291643e-11      -5.550047649846e-15 
   24       8.085253030604e-11       7.404879338924e-16       1.186275531344e-13       0.000000000000e+00       1.687110610214e-10       1.639009686562e-11      -7.929751968942e-15 
   25       8.282001894336e-11       8.616813641238e-16       1.244671128333e-13       0.000000000000e+00       1.574144239715e-10       1.536953592844e-11      -9.136086581190e-15 
   26       8.480838738871e-11       9.952187425330e-16       1.297822281851e-13       0.000000000000e+00       1.471688510380e-10       1.443818145955e-11      -8.954556129820e-15 
   27       8.681451751230e-11       1.142479991839e-15       1.344904621625e-13       0.000000000000e+00       1.378631389389e-10       1.358495644868e-11      -7.759451173321e-15 
   28       8.883223677495e-11       1.305165721169e-15       1.385513549243e-13       0.000000000000e+00       1.293484960179e-10       1.279756992340e-11      -6.167052505121e-15 
   29       9.086673542949e-11       1.484290396353e-15       1.419990073795e-13       0.000000000000e+00       1.215887404097e-10       1.207559343629e-11      -4.589037824173e-15 
   30       9.292159601650e-11       1.680643174331e-15       1.449153996778e-13       0.000000000000e+00       1.145079688260e-10       1.141610736349e-11      -3.447347224257e-15 
   31       9.499536677639e-11       1.895000827429e-15       1.473837748325e-13       0.000000000000e+00       1.079707927234e-10       1.081014936101e-11      -3.131358676809e-15 
   32       9.708959683401e-11       2.128209161700e-15       1.493602564912e-13       0.000000000000e+00       1.019483120419e-10       1.025229822466e-11      -3.524973956326e-15 
   33       9.920246246061e-11       2.381127010723e-15       1.507535752436e-13       0.000000000000e+00       9.640227185980e-11       9.733448809919e-12      -4.294064702718e-15 
   34       1.013287606083e-10       2.654563574914e-15       1.514630902840e-13       0.000000000000e+00       9.126026891344e-11       9.242092288192e-12      -5.065676246663e-15 
   35       1.034696689097e-10       2.949142434741e-15       1.513999207189e-13       0.000000000000e+00       8.649924920219e-11       8.779651677600e-12      -5.654553661320e-15 
   36       1.056255163959e-10       3.265380982257e-15       1.504719239111e-13       0.000000000000e+00       8.208429006584e-11       8.349962461207e-12      -5.910358815203e-15 
   37       1.077945327827e-10       3.603781766051e-15       1.485947940673e-13       0.000000000000e+00       7.796173770943e-11       7.954755180143e-12      -5.712666336664e-15 
   38       1.099789125303e-10       3.965044459361e-15       1.457513161265e-13       0.000000000000e+00       7.412299488554e-11       7.592738064595e-12      -5.164053761845e-15 
   39       1.121801639647e-10       4.349919190942e-15       1.419522906667e-13       0.000000000000e+00       7.055770396854e-11       7.259828679530e-12      -4.463357584083e-15 
   40       1.143971080678e-10       4.759148562407e-15       1.372217743298e-13       0.000000000000e+00       6.723428115564e-11       6.949101433532e-12      -3.858020248701e-15 
   41       1.166273022016e-10       5.193441102342e-15       1.315835589816e-13       0.000000000000e+00       6.411136192840e-11       6.652939563656e-12      -3.578716171668e-15 
   42       1.188725788178e-10       5.653383587636e-15       1.250132488758e-13       0.000000000000e+00       6.118110462438e-11       6.370892956160e-12      -3.610090313837e-15 
   43       1.211348125778e-10       6.139498532900e-15       1.174720300198e-13       0.000000000000e+00       5.843684260718e-11       6.103986686393e-12      -3.850669709931e-15 
   44       1.234141828578e-10       6.652264608105e-15       1.089195776883e-13       0.000000000000e+00       5.586005564033e-11       5.852489657421e-12      -4.173391357755e-15 
   45       1.257099063644e-10       7.192135339619e-15       9.931573430977e-14       0.000000000000e+00       5.342727202226e-11       5.616070274352e-12      -4.454207714158e-15 
   46       1.280231144748e-10       7.759608345551e-15       8.862644861998e-14       0.000000000000e+00       5.113547657518e-11       5.394480879637e-12      -4.671812023179e-15 
   47       1.303545341508e-10       8.355172132125e-15       7.681939024299e-14       0.000000000000e+00       4.898268102984e-11       5.186961059959e-12      -4.835048283758e-15 
   48       1.327035306396e-10       8.979284976650e-15       6.386226994953e-14       0.000000000000e+00       4.696024464081e-11       4.991976688134e-12      -4.955478518607e-15 
   49       1.350679823755e-10       9.632373418970e-15       4.972281338536e-14       0.000000000000e+00       4.505237549803e-11       4.807164136426e-12      -5.047546171575e-15 
   50       1.374455111131e-10       1.031481792613e-14       3.436935908416e-14       0.000000000000e+00       4.324103414279e-11       4.630022523445e-12      -5.127091396822e-15 
   51       1.398378561958e-10       1.102690879891e-14       1.777290482015e-14       0.000000000000e+00       4.152337052981e-11       4.460341398973e-12      -5.206042737025e-15 
   52       1.422474713938e-10       1.176887568902e-14      -9.442869734583e-17       0.000000000000e+00       3.989815811787e-11       4.298335596031e-12      -5.296567003586e-15 
   53       1.446762135807e-10       1.254089731771e-14      -1.925997052797e-14       0.000000000000e+00       3.836056657622e-11       4.143934694794e-12      -5.412675253374e-15 
   54       1.471252814114e-10       1.334309936361e-14      -3.975049639384e-14       0.000000000000e+00       3.690191732223e-11       3.996762437483e-12      -5.570308628062e-15 
   55       1.495954113696e-10       1.417558446719e-14      -6.158956507111e-14       0.000000000000e+00       3.551242268603e-11       3.856320695369e-12      -5.781870137819e-15 
   56       1.520876634276e-10       1.503853581127e-14      -8.478875981343e-14       0.000000000000e+00       3.419076029335e-11       3.722642046054e-12      -6.038032608479e-15 
   57       1.546027231501e-10       1.593213557251e-14      -1.093542656688e-13       0.000000000000e+00       3.293644896997e-11       3.595763253967e-12      -6.321561792228e-15 
   58       1.571406112469e-10       1.685653421711e-14      -1.352892349108e-13       0.000000000000e+00       3.174694807642e-11       3.475522580745e-12      -6.612346759047e-15 
   59       1.597006322770e-10       1.781184963998e-14      -1.625936802762e-13       0.000000000000e+00       3.061752929083e-11       3.361547169692e-12      -6.887269344266e-15 
   60       1.622813233546e-10       1.879816630383e-14      -1.912643682028e-13       0.000000000000e+00       2.954114839185e-11       3.253240430233e-12      -7.120073596108e-15 
   61       1.648811797411e-10       1.981547743320e-14      -2.212966355710e-13       0.000000000000e+00       2.851045296797e-11       3.149953346609e-12      -7.287338270204e-15 
   62       1.675011379867e-10       2.086349838178e-14      -2.526905579817e-13       0.000000000000e+00       2.752462222281e-11       3.051571877479e-12      -7.388256217211e-15 
   63       1.701425616697e-10       2.194180965511e-14      -2.854459828638e-13       0.000000000000e+00       2.658384190096e-11       2.958039617991e-12      -7.429083228374e-15 
   64       1.728064875754e-10       2.304990754423e-14      -3.195606833188e-13       0.000000000000e+00       2.568724458792e-11       2.869178864600e-12      -7.417488598730e-15 
   65       1.754935990509e-10       2.418720145799e-14      -3.550303123892e-13       0.000000000000e+00       2.483284926431e-11       2.784683835294e-12      -7.362618219719e-15 
   66       1.782041993608e-10       2.535301125534e-14      -3.918483573284e-13       0.000000000000e+00       2.401750086009e-11       2.704113889828e-12      -7.275157671798e-15 
   67       1.809381850424e-10       2.654656457766e-14      -4.300060938684e-13       0.000000000000e+00       2.323680980878e-11       2.626886749959e-12      -7.167395317061e-15 
   68       1.836953679732e-10       2.776708937541e-14      -4.694935505137e-13       0.000000000000e+00       2.248635300398e-11       2.552429714483e-12      -7.050964365539e-15 
   69       1.864765769144e-10       2.901411922239e-14      -5.103027305330e-13       0.000000000000e+00       2.176569436126e-11       2.480684039128e-12      -6.929396765074e-15 
   70       1.892827323289e-10       3.028724535804e-14      -5.524249636741e-13       0.000000000000e+00       2.107507408369e-11       2.411691047413e-12      -6.804166943548e-15 
   71       1.921145000092e-10       3.158602673800e-14      -5.958499343621e-13       0.000000000000e+00       2.041419166166e-11       2.345440488637e-12      -6.676883003620e-15 
   72       1.949722733508e-10       3.290998980101e-14      -6.405656618004e-13       0.000000000000e+00       1.978217768809e-11       2.281867798898e-12      -6.549290454058e-15 
   73       1.978561556260e-10       3.425862823586e-14      -6.865584800712e-13       0.000000000000e+00       1.917756567354e-11       2.220851362115e-12      -6.423275941061e-15 
   74       2.007659422577e-10       3.563140274836e-14      -7.338130182367e-13       0.000000000000e+00       1.859826386135e-11       2.162209771045e-12      -6.300870979591e-15 
   75       2.037011030931e-10       3.702774082823e-14      -7.823121804392e-13       0.000000000000e+00       1.804152704281e-11       2.105699088310e-12      -6.184255684698e-15 
   76       2.066611215658e-10       3.844699137726e-14      -8.320370421177e-13       0.000000000000e+00       1.750465313513e-11       2.051078574409e-12      -6.075426516737e-15 
   77       2.096466227700e-10       3.988827955677e-14      -8.829665607952e-13       0.000000000000e+00       1.698728186692e-11       1.998327763852e-12      -5.975121320444e-15 
   78       2.126584198468e-10       4.135062492445e-14      -9.350777761540e-13       0.000000000000e+00       1.648946601044e-11       1.947464181647e-12      -5.883704129889e-15 
   79       2.156971651051e-10       4.283298308512e-14      -9.883458679719e-13       0.000000000000e+00       1.601097069798e-11       1.898477074621e-12      -5.801480657255e-15 
   80       2.187633396140e-10       4.433424453207e-14      -1.042744134503e-12       0.000000000000e+00       1.555126009890e-11       1.851326076409e-12      -5.728695134491e-15 
   81       2.218572427944e-10       4.585323348836e-14      -1.098243970858e-12       0.000000000000e+00       1.510948409661e-11       1.805939872453e-12      -5.665527154980e-15 
   82       2.249789820115e-10       4.738870674817e-14      -1.154814847385e-12       0.000000000000e+00       1.468446496556e-11       1.762214864986e-12      -5.612088515191e-15 
   83       2.281284621662e-10       4.893935251816e-14      -1.212424288051e-12       0.000000000000e+00       1.427468404823e-11       1.720013838029e-12      -5.568420056349e-15 
   84       2.313055415499e-10       5.050384202336e-14      -1.271038428555e-12       0.000000000000e+00       1.387865960373e-11       1.679201112162e-12      -5.534321249902e-15 
   85       2.345105518937e-10       5.208099669280e-14      -1.330623844345e-12       0.000000000000e+00       1.349618150851e-11       1.639757629306e-12      -5.508813412320e-15 
   86       2.377438458505e-10       5.366964669425e-14      -1.391145987418e-12       0.000000000000e+00       1.312725776749e-11       1.601682587592e-12      -5.490581298274e-15 
   87       2.410056308965e-10       5.526858036598e-14      -1.452568621829e-12       0.000000000000e+00       1.277173489226e-11       1.564957936797e-12      -5.478126563427e-15 
   88       2.442959617174e-10       5.687654394494e-14      -1.514853811818e-12       0.000000000000e+00       1.242929115239e-11       1.529547656600e-12      -5.469761795062e-15 
   89       2.476147325947e-10       5.849224129486e-14      -1.577961909931e-12       0.000000000000e+00       1.209942982673e-11       1.495397034856e-12      -5.463604542718e-15 
   90       2.509616697923e-10       6.011433363441e-14      -1.641851545145e-12       0.000000000000e+00       1.178147245472e-11       1.462431945855e-12      -5.457571348817e-15 
   91       2.543363239423e-10       6.174143926530e-14      -1.706479610990e-12       0.000000000000e+00       1.147455208768e-11       1.430558128593e-12      -5.449371779299e-15 
   92       2.577380624321e-10       6.337213330047e-14      -1.771801253678e-12       0.000000000000e+00       1.117760654014e-11       1.399660465034e-12      -5.436502454255e-15 
   93       2.611662805414e-10       6.500497158179e-14      -1.837770722647e-12       0.000000000000e+00       1.088963560206e-11       1.369631124948e-12      -5.416822202744e-15 
   94       2.646210877189e-10       6.663856713878e-14      -1.904344094330e-12       0.000000000000e+00       1.061053158560e-11       1.340460410197e-12      -5.390389444355e-15 
   95       2.681027109252e-10       6.827152478018e-14      -1.971476937993e-12       0.000000000000e+00       1.034036179624e-11       1.312158302599e-12      -5.357891399035e-15 
   96       2.716112805291e-10       6.990241798828e-14      -2.039123489772e-12       0.000000000000e+00       1.007911261846e-11       1.284726493622e-12      -5.320089566270e-15 
   97       2.751468256966e-10       7.152978897913e-14      -2.107236652636e-12       0.000000000000e+00       9.826686390375e-12       1.258158058901e-12      -5.277821732709e-15 
   98       2.787092697798e-10       7.315214876273e-14      -2.175767996350e-12       0.000000000000e+00       9.582898278450e-12       1.232437132749e-12      -5.232003979799e-15 
   99       2.822984257063e-10       7.476797720319e-14      -2.244667757438e-12       0.000000000000e+00       9.347473152100e-12       1.207538582668e-12      -5.183632691406e-15 
  100       2.859139913681e-10       7.637572307891e-14      -2.313884839144e-12       0.000000000000e+00       9.120042458363e-12       1.183427683865e-12      -5.133786561447e-15 
  101       2.895555450107e-10       7.797380414279e-14      -2.383366811396e-12       0.000000000000e+00       8.900141096549e-12       1.160059793757e-12      -5.083628601520e-15 
  102       2.932225406223e-10       7.956060718237e-14      -2.453059910767e-12       0.000000000000e+00       8.687204292897e-12       1.137380026490e-12      -5.034408148527e-15 
  103       2.969143033230e-10       8.113448808005e-14      -2.522909040439e-12       0.000000000000e+00       8.480564475227e-12       1.115322927450e-12      -4.987462872308e-15 
  104       3.006301716346e-10       8.269381661100e-14      -2.592858486345e-12       0.000000000000e+00       8.279605366819e-12       1.093828157930e-12      -4.943930360628e-15 
  105       3.043699561116e-10       8.423711759918e-14      -2.662854175868e-12       0.000000000000e+00       8.084254706326e-12       1.072890663225e-12      -4.903834178493e-15 
  106       3.081335343572e-10       8.576294903046e-14      -2.732841725611e-12       0.000000000000e+00       7.894552570456e-12       1.052516706261e-12      -4.866877516821e-15 
  107       3.119207067137e-10       8.726985956267e-14      -2.802765760200e-12       0.000000000000e+00       7.710498717585e-12       1.032708314869e-12      -4.832721420720e-15 
  108       3.157311932658e-10       8.875638907753e-14      -2.872569920112e-12       0.000000000000e+00       7.532051190100e-12       1.013463132226e-12      -4.800983605661e-15 
  109       3.195646308438e-10       9.022106923236e-14      -2.942196869516e-12       0.000000000000e+00       7.359124916733e-12       9.947742673108e-13      -4.771237273647e-15 
  110       3.234205700266e-10       9.166242401194e-14      -3.011588304097e-12       0.000000000000e+00       7.191590314900e-12       9.766301453458e-13      -4.743009929384e-15 
  111       3.272984721450e-10       9.307897028029e-14      -3.080684958893e-12       0.000000000000e+00       7.029271893035e-12       9.590143582483e-13      -4.715782196453e-15 
  112       3.311977062850e-10       9.446921833248e-14      -3.149426616129e-12       0.000000000000e+00       6.871946852931e-12       9.419055150773e-13      -4.688986633480e-15 
  113       3.351175462907e-10       9.583167244646e-14      -3.217752113045e-12       0.000000000000e+00       6.719343692073e-12       9.252770924822e-13      -4.662006550304e-15 
  114       3.390571677676e-10       9.716483143482e-14      -3.285599349732e-12       0.000000000000e+00       6.571140805979e-12       9.090972851502e-13      -4.634174824153e-15 
  115       3.430156450858e-10       9.846718919662e-14      -3.352905296964e-12       0.000000000000e+00       6.426965090535e-12       8.933288562549e-13      -4.604772715812e-15 
  116       3.469920708917e-10       9.973728151124e-14      -3.419607039398e-12       0.000000000000e+00       6.286475228728e-12       8.779373266998e-13      -4.573182145936e-15 
  117       3.509859375346e-10       1.009738316944e-13      -3.485645032333e-12       0.000000000000e+00       6.149626026772e-12       8.629169921330e-13      -4.539366058563e-15 
