# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       3.871301121162e-10       1.251043310011e-14       1.151484534329e-12       0.000000000000e+00       1.694911661038e-08       8.590880445543e-10      -5.429996953091e-12 
    3       3.493217159589e-10       1.501817358557e-14       1.195715358742e-12       0.000000000000e+00       9.918433141956e-09       5.972982934116e-10      -3.860504362998e-12 
    4       3.177529629124e-10       1.244691250415e-14       1.058155634625e-12       0.000000000000e+00       6.662906712372e-09       4.431872318718e-10      -2.430420844027e-12 
    5       2.939965088305e-10       8.049098622485e-15       8.631634124780e-13       0.000000000000e+00       4.843558922362e-09       3.433696864298e-10      -1.321736596571e-12 
    6       2.765031532796e-10       4.384520760413e-15       6.704549780239e-13       0.000000000000e+00       3.702171586089e-09       2.744864080145e-10      -5.482464877466e-13 
    7       2.635393130041e-10       2.300029230936e-15       5.097680199759e-13       0.000000000000e+00       2.932053149205e-09       2.247172834592e-10      -7.426508818286e-14 
    8       2.539288023169e-10       1.428534521373e-15       3.906456145156e-13       0.000000000000e+00       2.384491970835e-09       1.875626378802e-10       1.608855631016e-13 
    9       2.467678537316e-10       1.107961260197e-15       3.119368153233e-13       0.000000000000e+00       1.979298279536e-09       1.591712390008e-10       2.267687418806e-13 
   10       2.413251445702e-10       9.215176061036e-16       2.671995555606e-13       0.000000000000e+00       1.669988204876e-09       1.369991391459e-10       1.906685078336e-13 
   11       2.373108603928e-10       7.588408146435e-16       2.479136140309e-13       0.000000000000e+00       1.403075881367e-09       1.210632593442e-10       1.107930123678e-13 
   12       2.343034743223e-10       6.479398670764e-16       2.455830645665e-13       0.000000000000e+00       1.213452938763e-09       1.059169984258e-10       2.567051222545e-14 
   13       2.320933321011e-10       6.104422165049e-16       2.532566544910e-13       0.000000000000e+00       1.059443648988e-09       9.386563510529e-11      -3.827651275732e-14 
   14       2.305372862878e-10       6.280523385187e-16       2.659468487649e-13       0.000000000000e+00       9.325728770916e-10       8.335962645015e-11      -7.285199578834e-14 
   15       2.295471614551e-10       6.744728229436e-16       2.805727501139e-13       0.000000000000e+00       8.267597807373e-10       7.464824705763e-11      -7.913568883487e-14 
   16       2.289597249236e-10       7.425859428285e-16       2.955782005939e-13       0.000000000000e+00       7.375695931678e-10       6.722731465070e-11      -6.582098149606e-14 
   17       2.287739204988e-10       8.419870036225e-16       3.104344170061e-13       0.000000000000e+00       6.616807497360e-10       6.081007106673e-11      -4.373878199305e-14 
   18       2.288542475740e-10       9.823664285352e-16       3.255942306166e-13       0.000000000000e+00       5.963151009651e-10       5.525613654467e-11      -2.274812938944e-14 
   19       2.292202852512e-10       1.163574399318e-15       3.414758498761e-13       0.000000000000e+00       5.402764377332e-10       5.047065978831e-11      -7.926121356129e-15 
   20       2.298235568426e-10       1.380796692950e-15       3.583238166220e-13       0.000000000000e+00       4.912555090299e-10       4.625135310468e-11      -2.502248728181e-15 
   21       2.306606860804e-10       1.631987211419e-15       3.760246329855e-13       0.000000000000e+00       4.483878415013e-10       4.251256728031e-11      -5.297803307301e-15 
   22       2.316686054185e-10       1.915413776681e-15       3.941867164163e-13       0.000000000000e+00       4.105603479361e-10       3.915123128918e-11      -1.285543795829e-14 
