# Matter power spectrum P(k) at redshift z=0
# for k=1.04206e-05 to 1.08688 h/Mpc,
# number of wavenumbers equal to 603
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.050435178240e-02       1.990097979121e+04 
       1.063215035476e-02       2.001371363255e+04 
       1.075999068579e-02       2.012405074748e+04 
       1.088787212472e-02       2.023175595952e+04 
       1.101579406970e-02       2.033710805932e+04 
       1.114375596555e-02       2.043998918023e+04 
       1.127175730171e-02       2.054045237555e+04 
       1.139979761025e-02       2.063850593383e+04 
       1.152787646409e-02       2.073417274416e+04 
       1.165599347531e-02       2.082748867604e+04 
       1.178414829358e-02       2.091847186733e+04 
       1.191234060471e-02       2.100713397893e+04 
       1.204057012930e-02       2.109348871360e+04 
       1.216883662147e-02       2.117756036197e+04 
       1.229713986770e-02       2.125941319093e+04 
       1.242547968574e-02       2.133900292422e+04 
       1.255385592360e-02       2.141642216298e+04 
       1.268226845859e-02       2.149163048872e+04 
       1.281071719650e-02       2.156470863492e+04 
       1.293920207075e-02       2.163558533807e+04 
       1.306772304166e-02       2.170436617131e+04 
       1.319628009576e-02       2.177105968412e+04 
       1.332487324514e-02       2.183559708978e+04 
       1.345350252690e-02       2.189814493406e+04 
       1.358216800256e-02       2.195866176568e+04 
       1.371086975761e-02       2.201708353611e+04 
       1.383960790101e-02       2.207348786685e+04 
       1.396838256483e-02       2.212790854374e+04 
       1.409719390384e-02       2.218040545834e+04 
       1.422604209517e-02       2.223098300937e+04 
       1.435492733802e-02       2.227966459836e+04 
       1.448384985339e-02       2.232628793776e+04 
       1.461280988382e-02       2.237113685991e+04 
       1.474180769318e-02       2.241412910621e+04 
       1.487084356650e-02       2.245526340637e+04 
       1.499991780983e-02       2.249453194186e+04 
       1.512903075006e-02       2.253202734028e+04 
       1.525818273484e-02       2.256782103625e+04 
       1.538737413253e-02       2.260169723558e+04 
       1.551660533208e-02       2.263386811578e+04 
       1.564587674306e-02       2.266434531062e+04 
       1.577518879559e-02       2.269306593127e+04 
       1.590454194039e-02       2.272020398330e+04 
       1.603393664878e-02       2.274558776281e+04 
       1.616337341274e-02       2.276866454339e+04 
       1.629285274500e-02       2.279145907829e+04 
       1.642237517907e-02       2.281191431263e+04 
       1.655194126939e-02       2.283079997492e+04 
       1.668155159146e-02       2.284813699114e+04 
       1.681120674194e-02       2.286391743225e+04 
       1.694090733885e-02       2.287822835166e+04 
       1.707065402172e-02       2.289087278928e+04 
       1.720044745181e-02       2.290204957870e+04 
       1.733028831227e-02       2.291174216858e+04 
       1.746017730845e-02       2.292000839906e+04 
       1.759011516805e-02       2.292681344751e+04 
       1.772010264146e-02       2.293122251297e+04 
       1.785014050199e-02       2.293614717424e+04 
       1.798022954618e-02       2.293791624369e+04 
       1.811037059412e-02       2.293990397830e+04 
       1.824056448975e-02       2.293895553061e+04 
       1.837081210124e-02       2.293740744253e+04 
       1.850111432132e-02       2.293520611992e+04 
       1.863147206769e-02       2.293051271946e+04 
       1.876188628337e-02       2.292559724965e+04 
       1.889235793715e-02       2.291828722569e+04 
       1.902288802400e-02       2.291080908686e+04 
       1.915347756555e-02       2.290103599004e+04 
       1.928412761048e-02       2.289034411977e+04 
       1.941483923509e-02       2.287848566668e+04 
       1.954561354375e-02       2.286674115863e+04 
       1.967645166942e-02       2.285264454614e+04 
       1.980735477421e-02       2.283730805443e+04 
       1.993832404991e-02       2.282052095456e+04 
       2.006936071861e-02       2.280310100785e+04 
       2.020046603324e-02       2.278432878838e+04 
       2.033164127822e-02       2.276553559738e+04 
       2.046288777012e-02       2.274480088398e+04 
       2.059420685826e-02       2.272300960837e+04 
       2.072559992545e-02       2.269922838725e+04 
       2.085706838865e-02       2.267528383607e+04 
       2.098861369972e-02       2.265136480595e+04 
       2.112023734617e-02       2.262482127435e+04 
       2.125194085192e-02       2.259778662812e+04 
       2.138372577811e-02       2.256999834856e+04 
       2.151559372392e-02       2.254123380331e+04 
       2.164754632740e-02       2.251156642251e+04 
       2.177958526640e-02       2.248107521894e+04 
       2.191171225941e-02       2.244954054197e+04 
       2.204392906655e-02       2.241708043398e+04 
       2.217623749047e-02       2.238368193123e+04 
       2.230863937740e-02       2.234963676899e+04 
       2.244113661815e-02       2.231463832462e+04 
       2.257373114915e-02       2.227869635950e+04 
       2.270642495357e-02       2.224212210387e+04 
       2.283922006239e-02       2.220511215930e+04 
       2.297211855563e-02       2.216648974801e+04 
       2.310512256347e-02       2.212812978882e+04 
       2.323823426753e-02       2.208767602854e+04 
       2.337145590214e-02       2.204725629991e+04 
       2.350478975560e-02       2.200579637711e+04 
       2.363823817159e-02       2.196403927361e+04 
       2.377180355052e-02       2.192132239046e+04 
       2.390548835100e-02       2.187786242093e+04 
       2.403929509132e-02       2.183387438989e+04 
       2.417322635095e-02       2.178903856824e+04 
       2.430728477217e-02       2.174438825530e+04 
       2.444147306165e-02       2.169779400737e+04 
       2.457579399219e-02       2.165100636010e+04 
       2.471025040442e-02       2.160429093623e+04 
       2.484484520861e-02       2.155620130745e+04 
       2.497958138653e-02       2.150765312847e+04 
       2.511446199337e-02       2.145836788966e+04 
       2.524949015970e-02       2.140886933044e+04 
       2.538466909356e-02       2.135921412118e+04 
       2.552000208254e-02       2.130804736020e+04 
       2.565549249596e-02       2.125687313765e+04 
       2.579114378719e-02       2.120514081787e+04 
       2.592695949593e-02       2.115294568507e+04 
       2.606294325065e-02       2.109998908019e+04 
       2.619909877110e-02       2.104737539271e+04 
       2.633542987090e-02       2.099319126427e+04 
       2.647194046021e-02       2.093897156338e+04 
       2.660863454854e-02       2.088477992860e+04 
       2.674551624756e-02       2.082934788970e+04 
       2.688258977414e-02       2.077425089886e+04 
       2.701985945341e-02       2.071797886741e+04 
       2.715732972196e-02       2.066199564453e+04 
       2.729500513111e-02       2.060531903575e+04 
       2.743289035043e-02       2.054803835968e+04 
       2.757099017121e-02       2.049049586561e+04 
       2.770930951021e-02       2.043267900283e+04 
       2.784785341348e-02       2.037471237172e+04 
       2.798662706029e-02       2.031604540429e+04 
       2.812563576733e-02       2.025712061461e+04 
       2.826488499293e-02       2.019798765974e+04 
       2.840438034155e-02       2.013847855378e+04 
       2.854412756837e-02       2.007865403866e+04 
       2.868413258412e-02       2.001861338726e+04 
       2.882440146005e-02       1.995816197791e+04 
       2.896494043314e-02       1.989779928083e+04 
       2.910575591146e-02       1.983702281790e+04 
       2.924685447984e-02       1.977536540169e+04 
       2.938824290569e-02       1.971426123602e+04 
       2.952992814506e-02       1.965221691126e+04 
       2.967191734903e-02       1.959065363971e+04 
       2.981421787025e-02       1.952804157049e+04 
       2.995683726987e-02       1.946564412622e+04 
       3.009978332469e-02       1.940293557382e+04 
       3.024306403464e-02       1.934022315391e+04 
       3.038668763056e-02       1.927741490352e+04 
       3.053066258240e-02       1.921390570336e+04 
       3.067499760764e-02       1.915053036537e+04 
       3.081970168023e-02       1.908694615256e+04 
       3.096478403981e-02       1.902318672706e+04 
       3.111025420145e-02       1.895925020511e+04 
       3.125612196574e-02       1.889517627395e+04 
       3.140239742941e-02       1.883118944655e+04 
       3.154909099640e-02       1.876675957719e+04 
       3.169621338949e-02       1.870208730508e+04 
       3.184377566244e-02       1.863745731817e+04 
       3.199178921272e-02       1.857279223503e+04 
       3.214026579485e-02       1.850778554088e+04 
       3.228921753445e-02       1.844279984040e+04 
       3.243865694286e-02       1.837773211315e+04 
       3.258859693257e-02       1.831262057922e+04 
       3.273905083344e-02       1.824724280400e+04 
       3.289003240964e-02       1.818168710884e+04 
       3.304155587758e-02       1.811622907205e+04 
       3.319363592466e-02       1.805085357645e+04 
       3.334628772906e-02       1.798512184290e+04 
       3.349952698058e-02       1.791934185440e+04 
       3.365336990249e-02       1.785336672742e+04 
       3.380783327471e-02       1.778747567969e+04 
       3.396293445813e-02       1.772175361401e+04 
       3.411869142031e-02       1.765581475498e+04 
       3.427512276259e-02       1.758964927293e+04 
       3.443224774876e-02       1.752339442089e+04 
       3.459008633536e-02       1.745756492613e+04 
       3.474865920362e-02       1.739106556082e+04 
       3.490798779340e-02       1.732489348521e+04 
       3.506809433905e-02       1.725873955270e+04 
       3.522900190736e-02       1.719247097929e+04 
       3.539073443791e-02       1.712605145773e+04 
       3.555331678574e-02       1.705969967205e+04 
       3.571677476678e-02       1.699332147417e+04 
       3.588113520600e-02       1.692688187942e+04 
       3.604642598866e-02       1.686042784001e+04 
       3.621267611484e-02       1.679411340434e+04 
       3.637991575745e-02       1.672767122723e+04 
       3.654817632410e-02       1.666108175059e+04 
       3.671749052301e-02       1.659490076764e+04 
       3.688789243340e-02       1.652823701095e+04 
       3.705941758069e-02       1.646156036817e+04 
       3.723210301680e-02       1.639506571534e+04 
       3.740598740618e-02       1.632843530044e+04 
       3.758111111783e-02       1.626193876293e+04 
       3.775751632403e-02       1.619541523118e+04 
       3.793524710623e-02       1.612888738000e+04 
       3.811434956870e-02       1.606213641529e+04 
       3.829487196082e-02       1.599560182634e+04 
       3.847686480858e-02       1.592896961702e+04 
       3.866038105627e-02       1.586229051782e+04 
       3.884547621928e-02       1.579551353211e+04 
       3.903220854898e-02       1.572899467305e+04 
       3.922063921103e-02       1.566220857235e+04 
       3.941083247821e-02       1.559551966253e+04 
       3.960285593935e-02       1.552865980186e+04 
       3.979678072600e-02       1.546197732795e+04 
       3.999268175844e-02       1.539534202010e+04 
       4.019063801341e-02       1.532837480452e+04 
       4.039073281548e-02       1.526146252382e+04 
       4.059305415483e-02       1.519470834092e+04 
       4.079769503422e-02       1.512743152375e+04 
       4.100475384851e-02       1.506065347890e+04 
       4.121433480028e-02       1.499366735969e+04 
       4.142654835573e-02       1.492640696600e+04 
       4.164151174566e-02       1.485912081950e+04 
       4.185934951690e-02       1.479199075071e+04 
       4.208019414017e-02       1.472465801407e+04 
       4.230418668160e-02       1.465713225216e+04 
       4.253147754575e-02       1.458958284644e+04 
       4.276222729946e-02       1.452209427288e+04 
       4.299660758703e-02       1.445421196912e+04 
       4.323480214917e-02       1.438639139399e+04 
       4.347700795965e-02       1.431829981786e+04 
       4.372343649631e-02       1.425019678929e+04 
       4.397431516545e-02       1.418188150055e+04 
       4.422988890203e-02       1.411367230718e+04 
       4.449042197184e-02       1.404471136950e+04 
       4.475620000645e-02       1.397602117235e+04 
       4.502753230701e-02       1.390681445807e+04 
       4.530475446011e-02       1.383750902844e+04 
       4.558823131619e-02       1.376803049034e+04 
       4.587836039146e-02       1.369833942468e+04 
       4.617557576556e-02       1.362810025774e+04 
       4.648035256198e-02       1.355787048771e+04 
       4.679321211609e-02       1.348699413155e+04 
       4.711472795746e-02       1.341576555529e+04 
       4.744553276042e-02       1.334386535501e+04 
       4.778632645086e-02       1.327221568585e+04 
       4.813788569931e-02       1.319969530624e+04 
       4.850107508359e-02       1.312644901742e+04 
       4.887686027110e-02       1.305243130204e+04 
       4.926632365536e-02       1.297807129273e+04 
       4.967068298830e-02       1.290313169130e+04 
       5.009131368619e-02       1.282722152114e+04 
       5.052977566070e-02       1.275047916859e+04 
       5.098784574743e-02       1.267269613989e+04 
       5.146755708620e-02       1.259408742072e+04 
       5.197124716478e-02       1.251444346075e+04 
       5.250161668691e-02       1.243311747466e+04 
       5.306180198290e-02       1.235038643300e+04 
       5.365546435363e-02       1.226587401967e+04 
       5.428690051164e-02       1.217895163666e+04 
       5.496117909081e-02       1.208978131463e+04 
       5.568430885770e-02       1.199772654330e+04 
       5.646344436477e-02       1.190233619733e+04 
       5.730713347390e-02       1.180227453732e+04 
       5.822560673139e-02       1.169735971018e+04 
       5.923109774848e-02       1.158597103391e+04 
       6.033816081082e-02       1.146519596430e+04 
       6.156390783279e-02       1.133459013734e+04 
       6.292801003928e-02       1.118907553890e+04 
       6.445219445207e-02       1.102420056606e+04 
       6.615883637982e-02       1.083448425193e+04 
       6.806821557084e-02       1.061273797411e+04 
       7.019430838900e-02       1.034970261512e+04 
       7.253989843048e-02       1.003896126199e+04 
       7.509309108111e-02       9.675908117094e+03 
       7.782776303244e-02       9.262189502473e+03 
       8.070867154377e-02       8.806937522564e+03 
       8.369885060020e-02       8.326139399032e+03 
       8.676568653005e-02       7.838928390645e+03 
       8.988377060720e-02       7.365258747294e+03 
       9.303496433100e-02       6.922423101094e+03 
       9.620706340812e-02       6.523312924000e+03 
       9.939216827806e-02       6.175747992862e+03 
       1.025852903840e-01       5.882383429269e+03 
       1.057833276782e-01       5.641262986846e+03 
       1.089843694334e-01       5.446848295434e+03 
       1.121872454769e-01       5.290492626606e+03 
       1.153912416022e-01       5.162626622793e+03 
       1.185959227259e-01       5.052393933752e+03 
       1.218010240399e-01       4.949305133752e+03 
       1.250063843977e-01       4.844421748482e+03 
       1.282119056876e-01       4.730251655593e+03 
       1.314175281063e-01       4.602007261910e+03 
       1.346232151291e-01       4.458376175612e+03 
       1.378289443781e-01       4.300130869855e+03 
       1.410347020787e-01       4.130175573966e+03 
       1.442404796919e-01       3.953491651693e+03 
       1.474462718706e-01       3.775570596299e+03 
       1.506520752176e-01       3.602368206230e+03 
       1.538578875307e-01       3.438887142166e+03 
       1.570637073438e-01       3.289111179204e+03 
       1.602695336474e-01       3.155852770469e+03 
       1.634753657181e-01       3.040113628517e+03 
       1.666812030144e-01       2.941883882772e+03 
       1.698870451127e-01       2.859729418901e+03 
       1.730928916674e-01       2.791312771104e+03 
       1.762987423870e-01       2.733645908326e+03 
       1.795045970182e-01       2.683090399302e+03 
       1.827104553362e-01       2.636657701853e+03 
       1.859163171382e-01       2.591442273066e+03 
       1.891221822392e-01       2.544087021536e+03 
       1.923280504690e-01       2.492793751906e+03 
       1.955339216701e-01       2.436073504272e+03 
       1.987397956962e-01       2.373820283211e+03 
       2.019456724107e-01       2.306696304965e+03 
       2.051515516863e-01       2.235993067717e+03 
       2.083574334033e-01       2.163663132480e+03 
       2.115633174499e-01       2.091514340349e+03 
       2.147692037208e-01       2.021435396907e+03 
       2.179750921171e-01       1.954872284629e+03 
       2.211809825456e-01       1.892853086992e+03 
       2.243868749185e-01       1.836428724511e+03 
       2.275927691533e-01       1.785685766270e+03 
       2.307986651716e-01       1.740878903734e+03 
       2.340045628998e-01       1.701405868176e+03 
       2.372104622679e-01       1.666728351082e+03 
       2.404163632100e-01       1.635911149576e+03 
       2.436222656636e-01       1.607636874659e+03 
       2.468281695693e-01       1.580889371808e+03 
       2.500340748709e-01       1.554652191812e+03 
       2.532399815151e-01       1.527980199660e+03 
       2.564458894512e-01       1.500283072903e+03 
       2.596517986312e-01       1.471249289048e+03 
       2.628577090091e-01       1.440681841961e+03 
       2.660636205414e-01       1.408785341785e+03 
       2.692695331867e-01       1.375841069717e+03 
       2.724754469054e-01       1.342350245420e+03 
       2.756813616599e-01       1.308805118378e+03 
       2.788872774142e-01       1.275787202925e+03 
       2.820931941341e-01       1.244004019346e+03 
       2.852991117868e-01       1.213853209576e+03 
       2.885050303411e-01       1.185617577785e+03 
       2.917109497671e-01       1.159536777837e+03 
       2.949168700361e-01       1.135568412557e+03 
       2.981227911209e-01       1.113586492619e+03 
       3.013287129953e-01       1.093332410841e+03 
       3.045346356342e-01       1.074487126944e+03 
       3.077405590136e-01       1.056756897317e+03 
       3.109464831105e-01       1.039809163413e+03 
       3.141524079028e-01       1.023204381364e+03 
       3.173583333693e-01       1.006780581959e+03 
       3.205642594896e-01       9.902941215025e+02 
       3.237701862444e-01       9.734476581004e+02 
       3.269761136147e-01       9.563297562812e+02 
       3.301820415827e-01       9.388220700706e+02 
       3.333879701309e-01       9.211245874567e+02 
       3.365938992428e-01       9.033557605963e+02 
       3.397998289022e-01       8.857406989675e+02 
       3.430057590938e-01       8.683226931105e+02 
       3.462116898027e-01       8.513931192239e+02 
       3.494176210146e-01       8.350094045325e+02 
       3.526235527158e-01       8.193167511103e+02 
       3.558294848929e-01       8.043669729140e+02 
       3.590354175331e-01       7.901825668010e+02 
       3.622413506241e-01       7.767712288676e+02 
       3.654472841540e-01       7.640803745801e+02 
       3.686532181113e-01       7.520404441813e+02 
       3.718591524848e-01       7.404847078123e+02 
       3.750650872639e-01       7.293398391847e+02 
       3.782710224381e-01       7.184001055929e+02 
       3.814769579976e-01       7.076852555415e+02 
       3.846828939326e-01       6.970193338293e+02 
       3.878888302338e-01       6.864412133919e+02 
       3.910947668921e-01       6.758862860330e+02 
       3.943007038987e-01       6.653607346395e+02 
       3.975066412453e-01       6.548445099606e+02 
       4.007125789236e-01       6.443695171542e+02 
       4.039185169258e-01       6.339945728900e+02 
       4.071244552440e-01       6.237602778799e+02 
       4.103303938709e-01       6.137237799146e+02 
       4.135363327993e-01       6.039606062309e+02 
       4.167422720222e-01       5.944424411504e+02 
       4.199482115328e-01       5.852166109085e+02 
       4.231541513246e-01       5.763054253423e+02 
       4.263600913911e-01       5.676896532031e+02 
       4.295660317263e-01       5.593572959745e+02 
       4.327719723241e-01       5.513030548036e+02 
       4.359779131787e-01       5.434961654705e+02 
       4.391838542845e-01       5.359151876738e+02 
       4.423897956359e-01       5.285278260020e+02 
       4.455957372277e-01       5.212831758956e+02 
       4.488016790547e-01       5.141875474105e+02 
       4.520076211119e-01       5.071876487220e+02 
       4.552135633943e-01       5.002650592571e+02 
       4.584195058973e-01       4.934093033000e+02 
       4.616254486163e-01       4.866213794698e+02 
       4.648313915467e-01       4.799043942678e+02 
       4.680373346842e-01       4.732735379416e+02 
       4.712432780245e-01       4.667264756905e+02 
       4.744492215636e-01       4.602746607159e+02 
       4.776551652974e-01       4.539487712399e+02 
       4.808611092219e-01       4.477190269741e+02 
       4.840670533335e-01       4.416269367826e+02 
       4.872729976284e-01       4.356800382979e+02 
       4.904789421030e-01       4.298869028011e+02 
       4.936848867537e-01       4.242504557884e+02 
       4.968908315772e-01       4.187629373079e+02 
       5.000967765701e-01       4.134087428731e+02 
       5.033027217293e-01       4.081728751541e+02 
       5.065086670514e-01       4.030439213517e+02 
       5.097146125334e-01       3.980134474159e+02 
       5.129205581724e-01       3.930592405758e+02 
       5.161265039653e-01       3.882014951790e+02 
       5.193324499094e-01       3.834181638572e+02 
       5.225383960018e-01       3.787187195495e+02 
       5.257443422398e-01       3.740545213792e+02 
       5.289502886208e-01       3.694489243080e+02 
       5.321562351421e-01       3.649000287064e+02 
       5.353621818013e-01       3.604156612121e+02 
       5.385681285959e-01       3.559964226813e+02 
       5.417740755234e-01       3.516389498429e+02 
       5.449800225815e-01       3.473880998005e+02 
       5.481859697679e-01       3.432031255660e+02 
       5.513919170804e-01       3.390966458297e+02 
       5.545978645167e-01       3.350613985098e+02 
       5.578038120748e-01       3.311017053654e+02 
       5.610097597525e-01       3.272172359241e+02 
       5.642157075478e-01       3.234083230466e+02 
       5.674216554586e-01       3.196714419076e+02 
       5.706276034831e-01       3.160069724844e+02 
       5.738335516194e-01       3.124069291036e+02 
       5.770394998655e-01       3.088655199242e+02 
       5.802454482196e-01       3.053775142754e+02 
       5.834513966800e-01       3.019399652242e+02 
       5.866573452449e-01       2.985523825081e+02 
       5.898632939126e-01       2.952153703017e+02 
       5.930692426814e-01       2.919179295452e+02 
       5.962751915496e-01       2.886800389614e+02 
       5.994811405158e-01       2.854986455454e+02 
       6.026870895783e-01       2.823504763287e+02 
       6.058930387356e-01       2.792446454697e+02 
       6.090989879861e-01       2.761820616187e+02 
       6.123049373285e-01       2.731657125663e+02 
       6.155108867612e-01       2.701978307080e+02 
       6.187168362830e-01       2.672801484731e+02 
       6.219227858923e-01       2.644120173143e+02 
       6.251287355878e-01       2.615911394993e+02 
       6.283346853683e-01       2.588145702113e+02 
       6.315406352324e-01       2.560801422997e+02 
       6.347465851788e-01       2.533864317515e+02 
       6.379525352063e-01       2.507349795241e+02 
       6.411584853137e-01       2.481252325119e+02 
       6.443644354999e-01       2.455569336948e+02 
       6.475703857635e-01       2.430276776373e+02 
       6.507763361035e-01       2.405347176198e+02 
       6.539822865187e-01       2.380752014429e+02 
       6.571882370081e-01       2.356472245910e+02 
       6.603941875705e-01       2.332507417240e+02 
       6.636001382049e-01       2.308869096532e+02 
       6.668060889103e-01       2.285568032169e+02 
       6.700120396856e-01       2.262608249503e+02 
       6.732179905299e-01       2.239990521391e+02 
       6.764239414421e-01       2.217682390759e+02 
       6.796298924213e-01       2.195670093883e+02 
       6.828358434665e-01       2.173949163488e+02 
       6.860417945768e-01       2.152520957656e+02 
       6.892477457514e-01       2.131396489660e+02 
       6.924536969892e-01       2.110587256698e+02 
       6.956596482895e-01       2.090090317627e+02 
       6.988655996513e-01       2.069897577924e+02 
       7.020715510739e-01       2.049989086920e+02 
       7.052775025564e-01       2.030343314418e+02 
       7.084834540979e-01       2.010948031147e+02 
       7.116894056977e-01       1.991804139884e+02 
       7.148953573551e-01       1.972916175753e+02 
       7.181013090691e-01       1.954292101089e+02 
       7.213072608391e-01       1.935929042583e+02 
       7.245132126643e-01       1.917815674148e+02 
       7.277191645440e-01       1.899935657223e+02 
       7.309251164775e-01       1.882274273815e+02 
       7.341310684640e-01       1.864826332826e+02 
       7.373370205029e-01       1.847588698233e+02 
       7.405429725935e-01       1.830582551324e+02 
       7.437489247351e-01       1.813801731434e+02 
       7.469548769271e-01       1.797252568925e+02 
       7.501608291688e-01       1.780927597740e+02 
       7.533667814595e-01       1.764811673271e+02 
       8.234874627028e-01       1.458165777205e+02 
       9.251239713268e-01       1.132868556710e+02 
       1.086877479463e+00       7.947790300340e+01 
