# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.000000000000e+14       7.559518509066e-26       4.634785000235e-09       2.157256292828e+22       1.142845060712e+04       1.142845060712e-10       1.142845060712e+18       2.676317464500e-09       2.751560535470e+44       2.490422367464e+33       2.449026222128e+34       2.417649314065e-08       1.902194177205e+44       4.653754712945e+44       4.653754712945e+44       1.551251570892e+44      -1.338578885226e+53       2.901132928307e-06       2.000000000000e+00 
       9.893085837570e+13       7.723792208732e-26       4.685716703534e-09       2.111374631050e+22       1.142845060712e+04       1.155195739202e-10       1.130626428467e+18       2.705240316078e-09       2.635761930281e+44       2.411394910978e+33       2.371312370963e+34       2.417649314065e-08       1.822140902098e+44       4.457902832641e+44       4.457902832641e+44       1.485967610793e+44      -1.268536174659e+53       2.963501368499e-06       1.957908951181e+00 
       9.787314738953e+13       7.891635675286e-26       4.736648406833e-09       2.066468804593e+22       1.142845060712e+04       1.167679890955e-10       1.118538430705e+18       2.734475734690e-09       2.524836674885e+44       2.334875197339e+33       2.296064578597e+34       2.417649314065e-08       1.745456645219e+44       4.270293320357e+44       4.270293320357e+44       1.423431106701e+44      -1.202158531095e+53       3.025869808685e-06       1.917553041713e+00 
       9.682674483178e+13       8.063126488975e-26       4.787580110133e-09       2.022518058879e+22       1.142845060712e+04       1.180298958410e-10       1.106579670758e+18       2.764027098806e-09       2.418579675807e+44       2.260783649468e+33       2.223204590691e+34       2.417649314065e-08       1.671999622440e+44       4.090579298491e+44       4.090579298491e+44       1.363526432749e+44      -1.139254175604e+53       3.088238248866e-06       1.878827146123e+00 
       9.579152979933e+13       8.238343922702e-26       4.838511813432e-09       1.979502080747e+22       1.142845060712e+04       1.193054399597e-10       1.094748766892e+18       2.793897823419e-09       2.316794470871e+44       2.189043215469e+33       2.152656636117e+34       2.417649314065e-08       1.601634016574e+44       3.918428487682e+44       3.918428487682e+44       1.306142829148e+44      -1.079641364312e+53       3.150606689049e-06       1.841634462245e+00 
       9.476738268169e+13       8.417368954467e-26       4.891262506135e-09       1.937400989069e+22       1.142845060712e+04       1.205947688300e-10       1.083044352144e+18       2.824091359660e-09       2.219292865953e+44       2.119579288499e+33       2.084347348157e+34       2.417649314065e-08       1.534229726263e+44       3.753522592446e+44       3.753522592446e+44       1.251174197405e+44      -1.023147863308e+53       3.212975129230e-06       1.805885704714e+00 
       9.375418514718e+13       8.600284325655e-26       4.944013198838e-09       1.896195325558e+22       1.142845060712e+04       1.218980314231e-10       1.071465074165e+18       2.854611196140e-09       2.125894587024e+44       2.052319629182e+33       2.018205688208e+34       2.417649314065e-08       1.469662125423e+44       3.595556712669e+44       3.595556712669e+44       1.198518904149e+44      -9.696104510206e+52       3.275343569411e-06       1.771498388656e+00 
       9.275182012925e+13       8.787174577696e-26       4.998582880944e-09       1.855866045778e+22       1.142845060712e+04       1.232153783203e-10       1.060009595068e+18       2.885460859233e-09       2.036426946831e+44       1.987194290481e+33       1.954162871902e+34       2.417649314065e-08       1.407811832824e+44       3.444238779871e+44       3.444238779871e+44       1.148079593218e+44      -9.188744466406e+52       3.337712009592e-06       1.738396194401e+00 
       9.176017181296e+13       8.978126094898e-26       5.051333573647e-09       1.816394510337e+22       1.142845060712e+04       1.245469617299e-10       1.048676591265e+18       2.916643913438e-09       1.950724525616e+44       1.924135544956e+33       1.892152297574e+34       2.417649314065e-08       1.348564491358e+44       3.299289017182e+44       3.299289017182e+44       1.099763005658e+44      -8.707932632125e+52       3.400080449772e-06       1.706508402068e+00 
       9.077912562158e+13       9.173227129360e-26       5.105903255753e-09       1.777762476278e+22       1.142845060712e+04       1.258929355055e-10       1.037464753324e+18       2.948163961651e-09       1.868628865258e+44       1.863077814332e+33       1.832109477000e+34       2.417649314065e-08       1.291810556602e+44       3.160439422062e+44       3.160439422062e+44       1.053479807287e+44      -8.252279841153e+52       3.462448889950e-06       1.675769387307e+00 
