# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.000000000000e+14       7.559518509247e-26       4.634785000235e-09       2.157256292776e+22       2.239822800653e+04       2.239822800653e-10       2.239822800653e+18       2.676317464564e-09       2.751560535470e+44       2.490422367464e+33       2.237261100210e+33       4.642949426172e-08       1.902194177205e+44       4.653754712722e+44       4.653754712722e+44       1.551251570892e+44      -1.338578885194e+53       2.339580598215e-05       2.000000000000e+00 
       9.893085837570e+13       7.723792208916e-26       4.685716703534e-09       2.111374630999e+22       2.239822800653e+04       2.264028471427e-10       2.215875922781e+18       2.705240316142e-09       2.635761930281e+44       2.411394910978e+33       2.166267096721e+33       4.642949426172e-08       1.822140902098e+44       4.457902832425e+44       4.457902832425e+44       1.485967610793e+44      -1.268536174628e+53       2.389876808772e-05       1.957908951181e+00 
       9.787314738953e+13       7.891635675474e-26       4.736648406833e-09       2.066468804543e+22       2.239822800653e+04       2.288495731867e-10       2.192185070948e+18       2.734475734755e-09       2.524836674885e+44       2.334875197339e+33       2.097525914117e+33       4.642949426172e-08       1.745456645219e+44       4.270293320148e+44       4.270293320148e+44       1.423431106701e+44      -1.202158531066e+53       2.440173019323e-05       1.917553041712e+00 
       9.682674483178e+13       8.063126489167e-26       4.787580110133e-09       2.022518058829e+22       2.239822800653e+04       2.313227408961e-10       2.168747507873e+18       2.764027098873e-09       2.418579675807e+44       2.260783649468e+33       2.030966064642e+33       4.642949426172e-08       1.671999622440e+44       4.090579298289e+44       4.090579298289e+44       1.363526432749e+44      -1.139254175576e+53       2.490469229871e-05       1.878827146122e+00 
       9.579152979933e+13       8.238343922899e-26       4.838511813432e-09       1.979502080698e+22       2.239822800653e+04       2.338226360249e-10       2.145560525540e+18       2.793897823486e-09       2.316794470871e+44       2.189043215469e+33       1.966518329031e+33       4.642949426172e-08       1.601634016574e+44       3.918428487486e+44       3.918428487486e+44       1.306142829148e+44      -1.079641364285e+53       2.540765440420e-05       1.841634462244e+00 
       9.476738268169e+13       8.417368954669e-26       4.893081495538e-09       1.937400989020e+22       2.239822800653e+04       2.363495474151e-10       2.122621444887e+18       2.824091359727e-09       2.219292865953e+44       2.119579288499e+33       1.904115684521e+33       4.642949426172e-08       1.534229726263e+44       3.753522592256e+44       3.753522592256e+44       1.251174197405e+44      -1.023147863282e+53       2.591061650967e-05       1.805885704713e+00 
       9.375418514718e+13       8.600284325862e-26       4.944013198838e-09       1.896195325510e+22       2.239822800653e+04       2.389037670305e-10       2.099927615493e+18       2.854611196209e-09       2.125894587024e+44       2.052319629182e+33       1.843693235153e+33       4.642949426172e-08       1.469662125423e+44       3.595556712486e+44       3.595556712486e+44       1.198518904149e+44      -9.696104509958e+52       2.641357861515e-05       1.771498388654e+00 
       9.275182012925e+13       8.787174577907e-26       4.998582880944e-09       1.855866045730e+22       2.239822800653e+04       2.414855899897e-10       2.077476415276e+18       2.885460859302e-09       2.036426946831e+44       1.987194290481e+33       1.785188144282e+33       4.642949426172e-08       1.407811832824e+44       3.444238779693e+44       3.444238779693e+44       1.148079593218e+44      -9.188744466170e+52       2.691654072062e-05       1.738396194400e+00 
       9.176017181296e+13       8.978126095115e-26       5.053152563050e-09       1.816394510290e+22       2.239822800653e+04       2.440953146011e-10       2.055265250185e+18       2.916643913508e-09       1.950724525616e+44       1.924135544956e+33       1.728539569231e+33       4.642949426172e-08       1.348564491358e+44       3.299289017010e+44       3.299289017010e+44       1.099763005658e+44      -8.707932631898e+52       2.741950282609e-05       1.706508402066e+00 
       9.077912562158e+13       9.173227129581e-26       5.107722245157e-09       1.777762476231e+22       2.239822800653e+04       2.467332423965e-10       2.033291553906e+18       2.948163961722e-09       1.868628865258e+44       1.863077814332e+33       1.673688598016e+33       4.642949426172e-08       1.291810556602e+44       3.160439421896e+44       3.160439421896e+44       1.053479807287e+44      -8.252279840935e+52       2.792246493154e-05       1.675769387305e+00 
