# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.000000000000e+14       7.559518508886e-26       4.634785000235e-09       2.157256292879e+22       8.901643456009e+03       8.901643456009e-11       8.901643456009e+17       2.676317464436e-09       2.751560535470e+44       2.490422367464e+33       4.674326334235e+34       1.923492019574e-09       1.902194177205e+44       4.653754713167e+44       4.653754713167e+44       1.551251570892e+44      -1.338578885258e+53       1.451659467531e-06       2.000000000000e+00 
       9.893085837570e+13       7.723792208547e-26       4.685716703534e-09       2.111374631101e+22       8.901643456009e+03       8.997843142332e-11       8.806472280574e+17       2.705240316013e-09       2.635761930281e+44       2.411394910978e+33       4.525998032255e+34       1.923492019574e-09       1.822140902098e+44       4.457902832856e+44       4.457902832856e+44       1.485967610793e+44      -1.268536174689e+53       1.482867184971e-06       1.957908951181e+00 
       9.787314738953e+13       7.891635675097e-26       4.736648406833e-09       2.066468804644e+22       8.901643456009e+03       9.095082454619e-11       8.712318619790e+17       2.734475734625e-09       2.524836674885e+44       2.334875197339e+33       4.382376565783e+34       1.923492019574e-09       1.745456645219e+44       4.270293320566e+44       4.270293320566e+44       1.423431106701e+44      -1.202158531124e+53       1.514074902407e-06       1.917553041713e+00 
       9.682674483178e+13       8.063126488782e-26       4.787580110133e-09       2.022518058929e+22       8.901643456009e+03       9.193372628062e-11       8.619171594984e+17       2.764027098740e-09       2.418579675807e+44       2.260783649468e+33       4.243312574918e+34       1.923492019574e-09       1.671999622440e+44       4.090579298693e+44       4.090579298693e+44       1.363526432749e+44      -1.139254175632e+53       1.545282619840e-06       1.878827146123e+00 
       9.579152979933e+13       8.238343922505e-26       4.838511813432e-09       1.979502080796e+22       8.901643456008e+03       9.292725019275e-11       8.527020443792e+17       2.793897823352e-09       2.316794470871e+44       2.189043215469e+33       4.108661439331e+34       1.923492019574e-09       1.601634016574e+44       3.918428487877e+44       3.918428487877e+44       1.306142829148e+44      -1.079641364339e+53       1.576490337275e-06       1.841634462246e+00 
       9.476738268169e+13       8.417368954266e-26       4.891262506135e-09       1.937400989118e+22       8.901643456008e+03       9.393151107600e-11       8.435854518915e+17       2.824091359592e-09       2.219292865953e+44       2.119579288499e+33       3.978283127862e+34       1.923492019574e-09       1.534229726263e+44       3.753522592635e+44       3.753522592635e+44       1.251174197405e+44      -1.023147863333e+53       1.607698054709e-06       1.805885704715e+00 
       9.375418514718e+13       8.600284325449e-26       4.944013198838e-09       1.896195325607e+22       8.901643456008e+03       9.494662496436e-11       8.345663286888e+17       2.854611196072e-09       2.125894587024e+44       2.052319629182e+33       3.852042052901e+34       1.923492019574e-09       1.469662125423e+44       3.595556712853e+44       3.595556712853e+44       1.198518904149e+44      -9.696104510453e+52       1.638905772142e-06       1.771498388658e+00 
       9.275182012925e+13       8.787174577485e-26       4.998582880944e-09       1.855866045826e+22       8.901643456008e+03       9.597270914580e-11       8.256436326864e+17       2.885460859164e-09       2.036426946831e+44       1.987194290481e+33       3.729806929375e+34       1.923492019574e-09       1.407811832824e+44       3.444238780048e+44       3.444238780048e+44       1.148079593218e+44      -9.188744466643e+52       1.670113489576e-06       1.738396194403e+00 
       9.176017181296e+13       8.978126094683e-26       5.051333573647e-09       1.816394510384e+22       8.901643456008e+03       9.700988217582e-11       8.168163329410e+17       2.916643913368e-09       1.950724525616e+44       1.924135544956e+33       3.611450638224e+34       1.923492019574e-09       1.348564491358e+44       3.299289017354e+44       3.299289017354e+44       1.099763005658e+44      -8.707932632352e+52       1.701321207009e-06       1.706508402070e+00 
       9.077912562158e+13       9.173227129139e-26       5.105903255753e-09       1.777762476325e+22       8.901643456008e+03       9.805826389115e-11       8.080834095315e+17       2.948163961581e-09       1.868628865258e+44       1.863077814332e+33       3.496850094199e+34       1.923492019574e-09       1.291810556602e+44       3.160439422229e+44       3.160439422229e+44       1.053479807287e+44      -8.252279841370e+52       1.732528924441e-06       1.675769387309e+00 
       8.980856820338e+13       9.372567846330e-26       5.162291927263e-09       1.739952088690e+22       8.901643456008e+03       9.911797542356e-11       7.994438534411e+17       2.980024645611e-09       1.789988176302e+44       1.803957601300e+33       3.385886117860e+34       1.923492019574e-09       1.237445094279e+44       3.027433270938e+44       3.027433270938e+44       1.009144423527e+44      -7.820469617240e+52       1.763736641872e-06       1.646118170437e+00 
       8.884838741853e+13       9.576240376266e-26       5.216861609370e-09       1.702945872272e+22       8.901643456008e+03       1.001891392139e-10       7.908966664411e+17       3.012229646690e-09       1.714657057307e+44       1.746713423485e+33       3.278443311635e+34       1.923492019574e-09       1.185367586236e+44       2.900024643889e+44       2.900024643889e+44       9.666748811811e+43      -7.411254369680e+52       1.794944359302e-06       1.617498012613e+00 
       8.789847232612e+13       9.784338856041e-26       5.273250280879e-09       1.666726723534e+22       8.901643456008e+03       1.012718790263e-10       7.824408609749e+17       3.044782685877e-09       1.642496226007e+44       1.691285749500e+33       3.174409939811e+34       1.923492019574e-09       1.135481744601e+44       2.777977970942e+44       2.777977970942e+44       9.259926568692e+43      -7.023451790033e+52       1.826152076731e-06       1.589856053486e+00 
       8.695871317136e+13       9.996959462603e-26       5.331457941793e-09       1.631277902706e+22       8.901643456008e+03       1.023663199623e-10       7.740754600447e+17       3.077687524390e-09       1.573372261788e+44       1.637616937045e+33       3.073677812335e+34       1.923492019574e-09       1.087695333746e+44       2.661067595857e+44       2.661067595857e+44       8.870225318445e+43      -6.655941435329e+52       1.857359794159e-06       1.563142985417e+00 
       8.602900137289e+13       1.021420046207e-25       5.387846613303e-09       1.596583026049e+22       8.901643456008e+03       1.034725884754e-10       7.657994970979e+17       3.110947964082e-09       1.507157359005e+44       1.585651172954e+33       2.976142172301e+34       1.923492019574e-09       1.041919999751e+44       2.549077359069e+44       2.549077359069e+44       8.496924529186e+43      -6.307661491091e+52       1.888567511585e-06       1.537312759912e+00 
       8.510922951025e+13       1.043616225855e-25       5.446054274216e-09       1.562626058283e+22       8.901643456008e+03       1.045908123858e-10       7.576120159158e+17       3.144567847915e-09       1.443729090674e+44       1.535334415158e+33       2.881701587005e+34       1.923492019574e-09       9.980711070464e+43       2.441800198024e+44       2.441800198024e+44       8.139333992402e+43      -5.977605703532e+52       1.919775229010e-06       1.512322322715e+00 
       8.419929131143e+13       1.066294744189e-25       5.506080924533e-09       1.529391305171e+22       8.901643456008e+03       1.057211208950e-10       7.495120705029e+17       3.178551060419e-09       1.382970182115e+44       1.486614336480e+33       2.790257842463e+34       1.923492019574e-09       9.560675819248e+43       2.339037764333e+44       2.339037764333e+44       7.796792546798e+43      -5.664820472273e+52       1.950982946433e-06       1.488131374316e+00 
