# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.157492323903e-10       3.041137695755e-15       3.536598739586e-13       0.000000000000e+00       1.077447946378e-08       2.316245219878e-10      -1.659273601589e-12 
    3       1.143386104106e-10       4.742468980529e-15       4.065441821520e-13       0.000000000000e+00       6.748162975882e-09       1.795661468935e-10      -1.389854102942e-12 
    4       1.117833927382e-10       5.126994332148e-15       3.987988245844e-13       0.000000000000e+00       4.744986120306e-09       1.432718425482e-10      -1.057195444892e-12 
    5       1.096530977468e-10       4.370423169119e-15       3.604416580708e-13       0.000000000000e+00       3.576169185970e-09       1.173955078291e-10      -7.402684262162e-13 
    6       1.082126669598e-10       3.101795319623e-15       3.098473463750e-13       0.000000000000e+00       2.819355873844e-09       9.829574778435e-11      -4.668178692406e-13 
    7       1.074056864189e-10       1.918111005165e-15       2.589261791673e-13       0.000000000000e+00       2.294284503378e-09       8.364871501997e-11      -2.496504810934e-13 
    8       1.071059314885e-10       1.122023030225e-15       2.142362374337e-13       0.000000000000e+00       1.911904627829e-09       7.210787314942e-11      -9.175918169059e-14 
    9       1.072477528322e-10       7.245146385552e-16       1.789619641638e-13       0.000000000000e+00       1.623067021237e-09       6.291127029513e-11       1.027927183332e-14 
   10       1.077038399443e-10       5.814541925498e-16       1.541250589446e-13       0.000000000000e+00       1.398203287260e-09       5.551113506219e-11       6.433314811717e-14 
   11       1.084420436310e-10       5.372379374709e-16       1.392891557754e-13       0.000000000000e+00       1.139196221799e-09       4.938850889527e-11       8.091287454272e-14 
