# Matter power spectrum P(k) at redshift z=0
# for k=1.4879e-05 to 1.07467 h/Mpc,
# number of wavenumbers equal to 616
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.260170605116e-02       9.771785948403e+03 
       1.276725958626e-02       9.858715310634e+03 
       1.293285637758e-02       9.944876571397e+03 
       1.309849576562e-02       1.002999003427e+04 
       1.326417714703e-02       1.011411590924e+04 
       1.342989997178e-02       1.019752981591e+04 
       1.359566374054e-02       1.027995527642e+04 
       1.376146800230e-02       1.036138160429e+04 
       1.392731235211e-02       1.044205597158e+04 
       1.409319642906e-02       1.052182405098e+04 
       1.425911991433e-02       1.060074921165e+04 
       1.442508252948e-02       1.067880592974e+04 
       1.459108403478e-02       1.075603188759e+04 
       1.475712422770e-02       1.083233156166e+04 
       1.492320294154e-02       1.090779804299e+04 
       1.508932004415e-02       1.098245577071e+04 
       1.525547543669e-02       1.105606036347e+04 
       1.542166905259e-02       1.112905165780e+04 
       1.558790085649e-02       1.120106742568e+04 
       1.575417084332e-02       1.127237417989e+04 
       1.592047903746e-02       1.134282088936e+04 
       1.608682549190e-02       1.141240533780e+04 
       1.625321028756e-02       1.148119171818e+04 
       1.641963353261e-02       1.154917620720e+04 
       1.658609536185e-02       1.161625339637e+04 
       1.675259593614e-02       1.168256171786e+04 
       1.691913544193e-02       1.174815844876e+04 
       1.708571409080e-02       1.181295052428e+04 
       1.725233211902e-02       1.187690125767e+04 
       1.741898978717e-02       1.194005895215e+04 
       1.758568737987e-02       1.200239923550e+04 
       1.775242520542e-02       1.206404344647e+04 
       1.791920359560e-02       1.212479108991e+04 
       1.808602290540e-02       1.218487027978e+04 
       1.825288351286e-02       1.224412981553e+04 
       1.841978581891e-02       1.230272751649e+04 
       1.858673024723e-02       1.236046368299e+04 
       1.875371724416e-02       1.241744412764e+04 
       1.892074727864e-02       1.247374940305e+04 
       1.908782084214e-02       1.252937321238e+04 
       1.925493844864e-02       1.258410742408e+04 
       1.942210063468e-02       1.263810781852e+04 
       1.958930795932e-02       1.269141249608e+04 
       1.975656100426e-02       1.274410739181e+04 
       1.992386037385e-02       1.279597833261e+04 
       2.009120669526e-02       1.284709105217e+04 
       2.025860061852e-02       1.289759374500e+04 
       2.042604281669e-02       1.294738077919e+04 
       2.059353398605e-02       1.299639187736e+04 
       2.076107484623e-02       1.304471411305e+04 
       2.092866614042e-02       1.309241717970e+04 
       2.109630863561e-02       1.313939405986e+04 
       2.126400312279e-02       1.318568866105e+04 
       2.143175041723e-02       1.323136177925e+04 
       2.159955135876e-02       1.327633071127e+04 
       2.176740681201e-02       1.332058549704e+04 
       2.193531766680e-02       1.336420145024e+04 
       2.210328483837e-02       1.340714250510e+04 
       2.227130926783e-02       1.344937543070e+04 
       2.243939192245e-02       1.349108804865e+04 
       2.260753379605e-02       1.353208210007e+04 
       2.277573590945e-02       1.357238426564e+04 
       2.294399931081e-02       1.361209431468e+04 
       2.311232507616e-02       1.365117378486e+04 
       2.328071430976e-02       1.368965572476e+04 
       2.344916814464e-02       1.372745439254e+04 
       2.361768774309e-02       1.376472799962e+04 
       2.378627429711e-02       1.380133719857e+04 
       2.395492902903e-02       1.383732169045e+04 
       2.412365319200e-02       1.387268633091e+04 
       2.429244807056e-02       1.390746566901e+04 
       2.446131498127e-02       1.394159426521e+04 
       2.463025527329e-02       1.397523560471e+04 
       2.479927032903e-02       1.400824875753e+04 
       2.496836156477e-02       1.404062644700e+04 
       2.513753043137e-02       1.407245954001e+04 
       2.530677841497e-02       1.410378654192e+04 
       2.547610703768e-02       1.413448241384e+04 
       2.564551785832e-02       1.416460397655e+04 
       2.581501247323e-02       1.419416020306e+04 
       2.598459251701e-02       1.422311598012e+04 
       2.615425966337e-02       1.425162416942e+04 
       2.632401562595e-02       1.427953298787e+04 
       2.649386215918e-02       1.430685279266e+04 
       2.666380105921e-02       1.433371478061e+04 
       2.683383416477e-02       1.435997264167e+04 
       2.700396335818e-02       1.438575655463e+04 
       2.717419056626e-02       1.441097464989e+04 
       2.734451776141e-02       1.443568947260e+04 
       2.751494696257e-02       1.445988087747e+04 
       2.768548023635e-02       1.448354287678e+04 
       2.785611969810e-02       1.450673286033e+04 
       2.802686751304e-02       1.452937529434e+04 
       2.819772589743e-02       1.455154222197e+04 
       2.836869711979e-02       1.457319943888e+04 
       2.853978350210e-02       1.459439115410e+04 
       2.871098742112e-02       1.461506953398e+04 
       2.888231130968e-02       1.463526278380e+04 
       2.905375765802e-02       1.465499822751e+04 
       2.922532901522e-02       1.467424572442e+04 
       2.939702799063e-02       1.469299910482e+04 
       2.956885725530e-02       1.471130274512e+04 
       2.974081954360e-02       1.472914898129e+04 
       2.991291765471e-02       1.474653103879e+04 
       3.008515445428e-02       1.476346393357e+04 
       3.025753287610e-02       1.477993371225e+04 
       3.043005592384e-02       1.479597255547e+04 
       3.060272667277e-02       1.481155822596e+04 
       3.077554827168e-02       1.482669927149e+04 
       3.094852394470e-02       1.484141424355e+04 
       3.112165699328e-02       1.485568424750e+04 
       3.129495079819e-02       1.486953873175e+04 
       3.146840882163e-02       1.488296124888e+04 
       3.164203460934e-02       1.489598703725e+04 
       3.181583179281e-02       1.490856262223e+04 
       3.198980409161e-02       1.492076945376e+04 
       3.216395531567e-02       1.493252651106e+04 
       3.233828936780e-02       1.494391724375e+04 
       3.251281024616e-02       1.495486209157e+04 
       3.268752204684e-02       1.496543617957e+04 
       3.286242896660e-02       1.497561534306e+04 
       3.303753530559e-02       1.498542761577e+04 
       3.321284547027e-02       1.499479271585e+04 
       3.338836397633e-02       1.500383607984e+04 
       3.356409545176e-02       1.501249442194e+04 
       3.374004464008e-02       1.502074179835e+04 
       3.391621640353e-02       1.502863496370e+04 
       3.409261572652e-02       1.503614710193e+04 
       3.426924771915e-02       1.504337197792e+04 
       3.444611762082e-02       1.505013986363e+04 
       3.462323080399e-02       1.505659762944e+04 
       3.480059277811e-02       1.506269091582e+04 
       3.497820919363e-02       1.506842800488e+04 
       3.515608584621e-02       1.507382887552e+04 
       3.533422868102e-02       1.507886427593e+04 
       3.551264379727e-02       1.508359384480e+04 
       3.569133745288e-02       1.508795589525e+04 
       3.587031606927e-02       1.509204080497e+04 
       3.604958623641e-02       1.509575002514e+04 
       3.622915471803e-02       1.509910423808e+04 
       3.640902845700e-02       1.510218132413e+04 
       3.658921458095e-02       1.510492243529e+04 
       3.676972040811e-02       1.510736279641e+04 
       3.695055345335e-02       1.510948252981e+04 
       3.713172143447e-02       1.511126900008e+04 
       3.731323227873e-02       1.511275932078e+04 
       3.749509412969e-02       1.511395985956e+04 
       3.767731535424e-02       1.511485208945e+04 
       3.785990454996e-02       1.511542170887e+04 
       3.804287055281e-02       1.511571421673e+04 
       3.822622244508e-02       1.511570627298e+04 
       3.840996956371e-02       1.511541847658e+04 
       3.859412150890e-02       1.511482136893e+04 
       3.877868815321e-02       1.511395162780e+04 
       3.896367965085e-02       1.511280426528e+04 
       3.914910644760e-02       1.511137796571e+04 
       3.933497929092e-02       1.510966398729e+04 
       3.952130924074e-02       1.510767377166e+04 
       3.970810768050e-02       1.510542882207e+04 
       3.989538632886e-02       1.510291752789e+04 
       4.008315725184e-02       1.510010644082e+04 
       4.027143287550e-02       1.509706511005e+04 
       4.046022599930e-02       1.509372415727e+04 
       4.064954980991e-02       1.509014605621e+04 
       4.083941789586e-02       1.508628925954e+04 
       4.102984426269e-02       1.508219619234e+04 
       4.122084334894e-02       1.507784653563e+04 
       4.141243004288e-02       1.507326704423e+04 
       4.160461970000e-02       1.506839430104e+04 
       4.179742816142e-02       1.506328669008e+04 
       4.199087177316e-02       1.505795130052e+04 
       4.218496740637e-02       1.505236710746e+04 
       4.237973247861e-02       1.504653063005e+04 
       4.257518497618e-02       1.504044148605e+04 
       4.277134347761e-02       1.503413695423e+04 
       4.296822717834e-02       1.502761836583e+04 
       4.316585591673e-02       1.502081657514e+04 
       4.336425020139e-02       1.501377969664e+04 
       4.356343124005e-02       1.500654139819e+04 
       4.376342096992e-02       1.499904541998e+04 
       4.396424208971e-02       1.499134603023e+04 
       4.416591809347e-02       1.498339130579e+04 
       4.436847330624e-02       1.497522111653e+04 
       4.457193292182e-02       1.496681199398e+04 
       4.477632304252e-02       1.495820721003e+04 
       4.498167072141e-02       1.494934732324e+04 
       4.518800400688e-02       1.494029461911e+04 
       4.539535198986e-02       1.493099627266e+04 
       4.560374485392e-02       1.492147380733e+04 
       4.581321392834e-02       1.491174644951e+04 
       4.602379174440e-02       1.490178854772e+04 
       4.623551209522e-02       1.489159794393e+04 
       4.644841009930e-02       1.488120224453e+04 
       4.666252226811e-02       1.487058527164e+04 
       4.687788657796e-02       1.485974874206e+04 
       4.709454254661e-02       1.484868071834e+04 
       4.731253131490e-02       1.483740045803e+04 
       4.753189573376e-02       1.482588950867e+04 
       4.775268045721e-02       1.481416494462e+04 
       4.797493204159e-02       1.480223076578e+04 
       4.819869905176e-02       1.479004991609e+04 
       4.842403217474e-02       1.477766375894e+04 
       4.865098434139e-02       1.476503641793e+04 
       4.887961085698e-02       1.475219288517e+04 
       4.910996954118e-02       1.473915103223e+04 
       4.934212087858e-02       1.472582832334e+04 
       4.957612818047e-02       1.471229234551e+04 
       4.981205775898e-02       1.469854251709e+04 
       5.004997911479e-02       1.468452817688e+04 
       5.028996513954e-02       1.467029669356e+04 
       5.053209233444e-02       1.465582362049e+04 
       5.077644104668e-02       1.464110898581e+04 
       5.102309572523e-02       1.462614586554e+04 
       5.127214519814e-02       1.461092619068e+04 
       5.152368297335e-02       1.459547449537e+04 
       5.177780756562e-02       1.457975037927e+04 
       5.203462285208e-02       1.456377186385e+04 
       5.229423845967e-02       1.454753232984e+04 
       5.255677018773e-02       1.453101036890e+04 
       5.282234046969e-02       1.451419842548e+04 
       5.309107887826e-02       1.449714631328e+04 
       5.336312267899e-02       1.447978130198e+04 
       5.363861743785e-02       1.446212986232e+04 
       5.391771768916e-02       1.444417786821e+04 
       5.420058767120e-02       1.442588793335e+04 
       5.448740213764e-02       1.440731425567e+04 
       5.477834725442e-02       1.438841335709e+04 
       5.507362159277e-02       1.436916423543e+04 
       5.537343723093e-02       1.434954492821e+04 
       5.567802097888e-02       1.432960932539e+04 
       5.598761574283e-02       1.430927419081e+04 
       5.630248204837e-02       1.428853658495e+04 
       5.662289974505e-02       1.426745397537e+04 
       5.694916991804e-02       1.424593061061e+04 
       5.728161703751e-02       1.422393234892e+04 
       5.762059138127e-02       1.420150375386e+04 
       5.796647177265e-02       1.417861375792e+04 
       5.831966868311e-02       1.415523141696e+04 
       5.868062775807e-02       1.413129757335e+04 
       5.904983383566e-02       1.410683776928e+04 
       5.942781554126e-02       1.408181307139e+04 
       5.981515055730e-02       1.405617197997e+04 
       6.021247168762e-02       1.402989049964e+04 
       6.062047386043e-02       1.400295430748e+04 
       6.103992224434e-02       1.397524180815e+04 
       6.147166168969e-02       1.394678348156e+04 
       6.191662775453e-02       1.391751897146e+04 
       6.237585963326e-02       1.388734650027e+04 
       6.285051538015e-02       1.385621409013e+04 
       6.334188991282e-02       1.382410620174e+04 
       6.385143639895e-02       1.379085982419e+04 
       6.438079177895e-02       1.375641157900e+04 
       6.493180736785e-02       1.372067387549e+04 
       6.550658572248e-02       1.368348572056e+04 
       6.610752526919e-02       1.364473211191e+04 
       6.673737458135e-02       1.360427176352e+04 
       6.739929869373e-02       1.356188996460e+04 
       6.809696046589e-02       1.351738766594e+04 
       6.883462077467e-02       1.347045550182e+04 
       6.961726223274e-02       1.342076464957e+04 
       7.045074215824e-02       1.336806657674e+04 
       7.134198154004e-02       1.331185575539e+04 
       7.229919744540e-02       1.325159738330e+04 
       7.333218602335e-02       1.318662761702e+04 
       7.445266056428e-02       1.311614245878e+04 
       7.567464123800e-02       1.303916259987e+04 
       7.701487506186e-02       1.295452932085e+04 
       7.849322762006e-02       1.286041934176e+04 
       8.013291895696e-02       1.275523291009e+04 
       8.196036053073e-02       1.263646156331e+04 
       8.400418822560e-02       1.250136594740e+04 
       8.629293658615e-02       1.234639228542e+04 
       8.885085540137e-02       1.216854808484e+04 
       9.169199124845e-02       1.196448055989e+04 
       9.481408622583e-02       1.173232607756e+04 
       9.819541090666e-02       1.147251658638e+04 
       1.017973949905e-01       1.118769453380e+04 
       1.055726938659e-01       1.088337631878e+04 
       1.094746634235e-01       1.056681574493e+04 
       1.134639655295e-01       1.024595531234e+04 
       1.175109194702e-01       9.928328635000e+03 
       1.215947978882e-01       9.620971438012e+03 
       1.257018560946e-01       9.328258916479e+03 
       1.298232804698e-01       9.053960594465e+03 
       1.339535381596e-01       8.799224237244e+03 
       1.380892014648e-01       8.563938565564e+03 
       1.422281640451e-01       8.346525188493e+03 
       1.463691379039e-01       8.144359885795e+03 
       1.505113377540e-01       7.954172158395e+03 
       1.546542856047e-01       7.772424407447e+03 
       1.587976907545e-01       7.595811413684e+03 
       1.629413764495e-01       7.421359498924e+03 
       1.670852351914e-01       7.246863235285e+03 
       1.712292015532e-01       7.071004108085e+03 
       1.753732356603e-01       6.893407820528e+03 
       1.795173131587e-01       6.714483536028e+03 
       1.836614191247e-01       6.535392143454e+03 
       1.878055443685e-01       6.357750964779e+03 
       1.919496831897e-01       6.183414840840e+03 
       1.960938320149e-01       6.014289311930e+03 
       2.002379885699e-01       5.851983509952e+03 
       2.043821513773e-01       5.697875375656e+03 
       2.085263194502e-01       5.552721954697e+03 
       2.126704921064e-01       5.416869669237e+03 
       2.168146688543e-01       5.289979707884e+03 
       2.209588493241e-01       5.171420734037e+03 
       2.251030332246e-01       5.060090311960e+03 
       2.292472203171e-01       4.954711823940e+03 
       2.333914103991e-01       4.853894147881e+03 
       2.375356032939e-01       4.756227698475e+03 
       2.416797988442e-01       4.660616673988e+03 
       2.458239969076e-01       4.566229768477e+03 
       2.499681973538e-01       4.472112707355e+03 
       2.541124000627e-01       4.377910278509e+03 
       2.582566049229e-01       4.283520568914e+03 
       2.624008118308e-01       4.189229243668e+03 
       2.665450206895e-01       4.095602344831e+03 
       2.706892314084e-01       4.003267305150e+03 
       2.748334439026e-01       3.912979848434e+03 
       2.789776580921e-01       3.825411388398e+03 
       2.831218739019e-01       3.741120096828e+03 
       2.872660912614e-01       3.660450032700e+03 
       2.914103101039e-01       3.583586515427e+03 
       2.955545303666e-01       3.510527192187e+03 
       2.996987519901e-01       3.441121744237e+03 
       3.038429749185e-01       3.375098565047e+03 
       3.079871990986e-01       3.312073664768e+03 
       3.121314244803e-01       3.251607174513e+03 
       3.162756510160e-01       3.193193385969e+03 
       3.204198786606e-01       3.136360209996e+03 
       3.245641073715e-01       3.080635906508e+03 
       3.287083371081e-01       3.025691490045e+03 
       3.328525678317e-01       2.971291928741e+03 
       3.369967995057e-01       2.917304688331e+03 
       3.411410320954e-01       2.863721846339e+03 
       3.452852655675e-01       2.810652673622e+03 
       3.494294998905e-01       2.758214429033e+03 
       3.535737350342e-01       2.706598006978e+03 
       3.577179709700e-01       2.655995342784e+03 
       3.618622076705e-01       2.606639907471e+03 
       3.660064451095e-01       2.558677238756e+03 
       3.701506832622e-01       2.512267958665e+03 
       3.742949221047e-01       2.467510134542e+03 
       3.784391616142e-01       2.424437138972e+03 
       3.825834017690e-01       2.383002134553e+03 
       3.867276425481e-01       2.343096535978e+03 
       3.908718839316e-01       2.304580326961e+03 
       3.950161259004e-01       2.267253942288e+03 
       3.991603684361e-01       2.230955025671e+03 
       4.033046115213e-01       2.195503957252e+03 
       4.074488551389e-01       2.160760392509e+03 
       4.115930992730e-01       2.126604930356e+03 
       4.157373439079e-01       2.092945344671e+03 
       4.198815890287e-01       2.059740006602e+03 
       4.240258346212e-01       2.026933300480e+03 
       4.281700806716e-01       1.994562342858e+03 
       4.323143271666e-01       1.962638014356e+03 
       4.364585740935e-01       1.931236266288e+03 
       4.406028214401e-01       1.900421231125e+03 
       4.447470691946e-01       1.870272090168e+03 
       4.488913173456e-01       1.840831765334e+03 
       4.530355658823e-01       1.812150602644e+03 
       4.571798147940e-01       1.784241945063e+03 
       4.613240640706e-01       1.757103422453e+03 
       4.654683137023e-01       1.730718837451e+03 
       4.696125636798e-01       1.705054184028e+03 
       4.737568139938e-01       1.680074109278e+03 
       4.779010646356e-01       1.655729788587e+03 
       4.820453155966e-01       1.631962292547e+03 
       4.861895668688e-01       1.608707703155e+03 
       4.903338184441e-01       1.585904180940e+03 
       4.944780703150e-01       1.563501591608e+03 
       4.986223224739e-01       1.541452736278e+03 
       5.027665749139e-01       1.519746624214e+03 
       5.069108276278e-01       1.498360163944e+03 
       5.110550806091e-01       1.477297357860e+03 
       5.151993338513e-01       1.456580749771e+03 
       5.193435873481e-01       1.436202419486e+03 
       5.234878410934e-01       1.416187853902e+03 
       5.276320950814e-01       1.396543052405e+03 
       5.317763493063e-01       1.377282224925e+03 
       5.359206037627e-01       1.358414429685e+03 
       5.400648584452e-01       1.339948290333e+03 
       5.442091133485e-01       1.321886417131e+03 
       5.483533684678e-01       1.304227874000e+03 
       5.524976237980e-01       1.286952840768e+03 
       5.566418793345e-01       1.270055296405e+03 
       5.607861350727e-01       1.253500785970e+03 
       5.649303910081e-01       1.237270783907e+03 
       5.690746471364e-01       1.221344504075e+03 
       5.732189034535e-01       1.205707452013e+03 
       5.773631599551e-01       1.190346114778e+03 
       5.815074166374e-01       1.175245191270e+03 
       5.856516734966e-01       1.160392036274e+03 
       5.897959305288e-01       1.145781051139e+03 
       5.939401877304e-01       1.131397905685e+03 
       5.980844450980e-01       1.117239382965e+03 
       6.022287026280e-01       1.103304997965e+03 
       6.063729603171e-01       1.089593484748e+03 
       6.105172181621e-01       1.076110857992e+03 
       6.146614761599e-01       1.062861029419e+03 
       6.188057343072e-01       1.049842891058e+03 
       6.229499926012e-01       1.037054065031e+03 
       6.270942510389e-01       1.024502353744e+03 
       6.312385096175e-01       1.012170428556e+03 
       6.353827683342e-01       1.000059385262e+03 
       6.395270271863e-01       9.881679148531e+02 
       6.436712861713e-01       9.764897036388e+02 
       6.478155452864e-01       9.650213241156e+02 
       6.519598045293e-01       9.537527386167e+02 
       6.561040638976e-01       9.426780466033e+02 
       6.602483233887e-01       9.317829624422e+02 
       6.643925830006e-01       9.210602637746e+02 
       6.685368427308e-01       9.105022585545e+02 
       6.726811025772e-01       9.001041027843e+02 
       6.768253625377e-01       8.898634076975e+02 
       6.809696226101e-01       8.797784845073e+02 
       6.851138827925e-01       8.698471245939e+02 
       6.892581430828e-01       8.600672159829e+02 
       6.934024034791e-01       8.504360023520e+02 
       6.975466639795e-01       8.409516598782e+02 
       7.016909245822e-01       8.316129213696e+02 
       7.058351852853e-01       8.224189872653e+02 
       7.099794460871e-01       8.133737216135e+02 
       7.141237069859e-01       8.044739629661e+02 
       7.182679679800e-01       7.957178797449e+02 
       7.224122290677e-01       7.871030771790e+02 
       7.265564902474e-01       7.786239974943e+02 
       7.307007515175e-01       7.702748235745e+02 
       7.348450128766e-01       7.620533345711e+02 
       7.389892743232e-01       7.539553098078e+02 
       7.431335358556e-01       7.459776033381e+02 
       7.472777974726e-01       7.381206356937e+02 
       7.514220591727e-01       7.303796230919e+02 
       7.555663209546e-01       7.227515182953e+02 
       7.597105828169e-01       7.152334572717e+02 
       7.638548447582e-01       7.078213227344e+02 
       7.679991067774e-01       7.005132658322e+02 
       7.721433688731e-01       6.933079215574e+02 
       7.762876310442e-01       6.862048943542e+02 
       7.804318932894e-01       6.792036478664e+02 
       7.845761556075e-01       6.723042743399e+02 
       7.887204179974e-01       6.655048618663e+02 
       7.928646804580e-01       6.588027057458e+02 
       7.970089429881e-01       6.521953829612e+02 
       8.011532055867e-01       6.456805071929e+02 
       8.052974682527e-01       6.392573750062e+02 
       8.094417309851e-01       6.329251311274e+02 
       8.135859937829e-01       6.266826042777e+02 
       8.177302566450e-01       6.205283390854e+02 
       8.218745195705e-01       6.144616438497e+02 
       8.260187825584e-01       6.084793731729e+02 
       8.301630456079e-01       6.025782810261e+02 
       8.343073087179e-01       5.967564266354e+02 
       8.384515718876e-01       5.910119377976e+02 
       8.425958351161e-01       5.853446064185e+02 
       8.467400984025e-01       5.797529398466e+02 
       8.508843617459e-01       5.742368133848e+02 
       8.550286251457e-01       5.687950067400e+02 
       8.591728886008e-01       5.634248430286e+02 
       8.633171521106e-01       5.581251397883e+02 
       8.674614156743e-01       5.528937228814e+02 
       8.716056792910e-01       5.477300604628e+02 
       8.757499429600e-01       5.426342587125e+02 
       8.798942066806e-01       5.376059355289e+02 
       8.840384704521e-01       5.326439240793e+02 
       8.881827342737e-01       5.277469753004e+02 
       8.923269981447e-01       5.229145746587e+02 
       8.964712620645e-01       5.181438133987e+02 
       9.006155260324e-01       5.134331518929e+02 
       9.047597900477e-01       5.087823858694e+02 
       9.089040541097e-01       5.041892585962e+02 
       9.130483182179e-01       4.996565018658e+02 
       9.171925823716e-01       4.951813317438e+02 
       9.213368465701e-01       4.907631202483e+02 
       9.254811108130e-01       4.864013160514e+02 
       9.296253750995e-01       4.820925983690e+02 
       9.337696394291e-01       4.778370685821e+02 
       9.379139038013e-01       4.736331191278e+02 
       9.420581682154e-01       4.694788527265e+02 
       9.462024326709e-01       4.653776304271e+02 
       9.503466971674e-01       4.613259787449e+02 
       9.544909617041e-01       4.573251280048e+02 
       9.586352262807e-01       4.533736248551e+02 
       9.627794908966e-01       4.494692091411e+02 
       9.669237555512e-01       4.456115767758e+02 
       9.710680202442e-01       4.417998463630e+02 
       9.752122849749e-01       4.380334918988e+02 
       9.793565497430e-01       4.343128159048e+02 
       9.835008145480e-01       4.306363232292e+02 
       9.876450793893e-01       4.270052768892e+02 
       9.917893442666e-01       4.234171972956e+02 
       9.959336091793e-01       4.198714580540e+02 
       1.000077874127e+00       4.163667813600e+02 
       1.004222139109e+00       4.129025040376e+02 
       1.008366404126e+00       4.094783497222e+02 
       1.012510669176e+00       4.060937983019e+02 
       1.016654934260e+00       4.027491732860e+02 
       1.020799199377e+00       3.994438277794e+02 
       1.024943464526e+00       3.961767644555e+02 
       1.029087729707e+00       3.929467058819e+02 
       1.033231994920e+00       3.897540455976e+02 
       1.037376260164e+00       3.865964386396e+02 
       1.041520525440e+00       3.834745754112e+02 
       1.045664790746e+00       3.803877144776e+02 
       1.049809056082e+00       3.773366869055e+02 
       1.053953321448e+00       3.743201359691e+02 
       1.058097586844e+00       3.713380453248e+02 
       1.062241852269e+00       3.683903229380e+02 
       1.066386117723e+00       3.654736498463e+02 
       1.070530383205e+00       3.625892826506e+02 
       1.074674648716e+00       3.597361785799e+02 
