# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.446512212334e-10       4.395072635156e-15       3.721391815143e-13       0.000000000000e+00       8.721523569326e-09       4.717757683563e-10      -1.942091526216e-12 
    3       1.370056095589e-10       5.640017306814e-15       4.176497878431e-13       0.000000000000e+00       5.366936292378e-09       3.350271057548e-10      -1.471674333597e-12 
    4       1.297283205844e-10       4.886591608259e-15       3.903660488008e-13       0.000000000000e+00       3.731692629375e-09       2.539271397871e-10      -9.646571277809e-13 
    5       1.242638090595e-10       3.265592615877e-15       3.323861312883e-13       0.000000000000e+00       2.786262963736e-09       2.006286115659e-10      -5.374729249825e-13 
    6       1.205073515549e-10       1.828204288459e-15       2.677077039771e-13       0.000000000000e+00       2.177297354032e-09       1.632585806521e-10      -2.223111639212e-13 
    7       1.181081290724e-10       9.872814581140e-16       2.102087080479e-13       0.000000000000e+00       1.757384389922e-09       1.359119379984e-10      -2.084157649720e-14 
    8       1.167044043888e-10       6.354595848224e-16       1.659692372213e-13       0.000000000000e+00       1.453168506466e-09       1.151922384746e-10       8.243000229448e-14 
    9       1.160478182994e-10       5.094373398342e-16       1.363120849199e-13       0.000000000000e+00       1.224191087152e-09       9.902027449618e-11       1.118465161469e-13 
   10       1.159378112128e-10       4.341467581421e-16       1.198345161214e-13       0.000000000000e+00       1.046639084816e-09       8.614048175866e-11       9.447092754569e-14 
   11       1.162573212202e-10       3.644727149364e-16       1.137758695075e-13       0.000000000000e+00       8.817449924039e-10       7.606907172095e-11       5.555224319594e-14 
   12       1.169387302775e-10       3.166258026119e-16       1.149594882562e-13       0.000000000000e+00       7.705883033216e-10       6.738986401220e-11       1.376756481338e-14 
   13       1.178650478608e-10       3.026906927465e-16       1.204904035049e-13       0.000000000000e+00       6.793260586481e-10       6.022340103561e-11      -1.842067382339e-14 
   14       1.189530615214e-10       3.145990374870e-16       1.282503246014e-13       0.000000000000e+00       6.033794571482e-10       5.395476643279e-11      -3.619027084770e-14 
   15       1.202278861930e-10       3.398116758544e-16       1.369026366236e-13       0.000000000000e+00       5.394434446287e-10       4.867609618055e-11      -3.968019960521e-14 
   16       1.216931609434e-10       3.754523031703e-16       1.456901391118e-13       0.000000000000e+00       4.850754213211e-10       4.419708792762e-11      -3.296146397450e-14 
