# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.980775017891e-10       5.833842012286e-15       2.904858850508e-13       0.000000000000e+00       5.914191612689e-09       9.487494868560e-10      -2.018653580566e-12 
    3       2.499964280729e-10       6.082688130322e-15       3.922830256297e-13       0.000000000000e+00       3.709716326987e-09       6.507831288620e-10      -1.319038939685e-12 
    4       2.163866643489e-10       4.090289686496e-15       3.834052236438e-13       0.000000000000e+00       2.613976936952e-09       4.826613328097e-10      -6.477340369931e-13 
    5       1.931552695424e-10       2.162547892652e-15       3.248396892754e-13       0.000000000000e+00       1.970243436671e-09       3.757660976327e-10      -1.770093856964e-13 
    6       1.770006035642e-10       1.113820811632e-15       2.549091706706e-13       0.000000000000e+00       1.550400660450e-09       3.024961402648e-10       7.991609069984e-14 
    7       1.656539388290e-10       7.029644744454e-16       1.950778134724e-13       0.000000000000e+00       1.257967577344e-09       2.497076066304e-10       1.676294852123e-13 
    8       1.575683828336e-10       5.271922242513e-16       1.538323545818e-13       0.000000000000e+00       1.044485501186e-09       2.101883618354e-10       1.505945287298e-13 
    9       1.517967235329e-10       4.111749659971e-16       1.315699842554e-13       0.000000000000e+00       8.828871241863e-10       1.796606120143e-10       8.979970740223e-14 
   10       1.477359287249e-10       3.374388628015e-16       1.243806133289e-13       0.000000000000e+00       7.570140575448e-10       1.554754223565e-10       2.909723289110e-14 
   11       1.448964248521e-10       3.081015545551e-16       1.269623872567e-13       0.000000000000e+00       6.521729996687e-10       1.366042419176e-10      -8.415396901331e-15 
   12       1.430099448597e-10       3.104755384922e-16       1.345809642790e-13       0.000000000000e+00       5.716738382693e-10       1.204079788023e-10      -2.100694733564e-14 
   13       1.419036213625e-10       3.364008143626e-16       1.440008217508e-13       0.000000000000e+00       5.052852645117e-10       1.069760222954e-10      -1.549760474401e-14 
   14       1.413609653492e-10       3.878332259881e-16       1.536087884020e-13       0.000000000000e+00       4.498168265737e-10       9.546911374823e-11      -3.821100675495e-15 
   15       1.412765884008e-10       4.673973003613e-16       1.632658548055e-13       0.000000000000e+00       4.029457207301e-10       8.569191169147e-11       5.037442360789e-15 
   16       1.416391438462e-10       5.742034364855e-16       1.734555354259e-13       0.000000000000e+00       3.629526087702e-10       7.736404212143e-11       6.921495957776e-15 
   17       1.423283637146e-10       7.070695074268e-16       1.845535757549e-13       0.000000000000e+00       3.285337441832e-10       7.021314982569e-11       2.503228177505e-15 
   18       1.432750912224e-10       8.657420585303e-16       1.966946665943e-13       0.000000000000e+00       2.985768060330e-10       6.397100472533e-11      -4.514294218103e-15 
   19       1.444806303106e-10       1.049957087450e-15       2.094102317334e-13       0.000000000000e+00       2.726215124544e-10       5.852597256679e-11      -1.092543339811e-14 
   20       1.458763461366e-10       1.259027094493e-15       2.218817147468e-13       0.000000000000e+00       2.497082607576e-10       5.368225414115e-11      -1.379782376818e-14 
