# Matter power spectrum P(k) at redshift z=0
# for k=4.46182e-06 to 1.20333 h/Mpc,
# number of wavenumbers equal to 744
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       4.461816920933e-06       5.430309832091e+02 
       8.741783785678e-06       1.039899819993e+03 
       1.302371592434e-05       1.528411445208e+03 
       1.730888273615e-05       2.011728529123e+03 
       2.159855626076e-05       2.491416041080e+03 
       2.589401243448e-05       2.968444738857e+03 
       3.019653235162e-05       3.443496563144e+03 
       3.450740353299e-05       3.917088868362e+03 
       3.882792120337e-05       4.389639562396e+03 
       4.315938958014e-05       4.861500360310e+03 
       4.750312317487e-05       5.332976773811e+03 
       5.186044811007e-05       5.804341371090e+03 
       5.623270345293e-05       6.275842166911e+03 
       6.062124256826e-05       6.747709026198e+03 
       6.502743449262e-05       7.220157817714e+03 
       6.945266533162e-05       7.693393052051e+03 
       7.389833968263e-05       8.167611330141e+03 
       7.836588208495e-05       8.643002214580e+03 
       8.285673849949e-05       9.119750043058e+03 
       8.737237782027e-05       9.598035520029e+03 
       9.191429341972e-05       1.007803628792e+04 
       9.648400473010e-05       1.055992738626e+04 
       1.010830588632e-04       1.104388280598e+04 
       1.057130322706e-04       1.153007547191e+04 
       1.103755324465e-04       1.201867806987e+04 
       1.150721996754e-04       1.250986318919e+04 
       1.198047088275e-04       1.300380394377e+04 
       1.245747712026e-04       1.350067436637e+04 
       1.293841364267e-04       1.400064958032e+04 
       1.342345944013e-04       1.450390635766e+04 
       1.391279773096e-04       1.501062300119e+04 
       1.440661616801e-04       1.552098022908e+04 
       1.490510705109e-04       1.603516082458e+04 
       1.540846754560e-04       1.655335027268e+04 
       1.591689990751e-04       1.707573688390e+04 
       1.643061171504e-04       1.760251191356e+04 
       1.694981610700e-04       1.813387006355e+04 
       1.747473202808e-04       1.867000940678e+04 
       1.800558448114e-04       1.921113170010e+04 
       1.854260478673e-04       1.975744283055e+04 
       1.908603084971e-04       2.030915254943e+04 
       1.963610743331e-04       2.086647521821e+04 
       2.019308644040e-04       2.142962945214e+04 
       2.075722720206e-04       2.199883882374e+04 
       2.132879677342e-04       2.257433177448e+04 
       2.190807023657e-04       2.315634189077e+04 
       2.249533101045e-04       2.374510805161e+04 
       2.309087116736e-04       2.434087461583e+04 
       2.369499175595e-04       2.494389162030e+04 
       2.430800313010e-04       2.555441512537e+04 
       2.493022528339e-04       2.617270681162e+04 
       2.556198818835e-04       2.679903502532e+04 
       2.620363214000e-04       2.743367417074e+04 
       2.685550810263e-04       2.807690510564e+04 
       2.751797805902e-04       2.872901556047e+04 
       2.819141536082e-04       2.939029944519e+04 
       2.887620507884e-04       3.006105811401e+04 
       2.957274435173e-04       3.074159949804e+04 
       3.028144273137e-04       3.143223860400e+04 
       3.100272252293e-04       3.213329705887e+04 
       3.173701911766e-04       3.284510434067e+04 
       3.248478131562e-04       3.356799602472e+04 
       3.324647163601e-04       3.430231543420e+04 
       3.402256661180e-04       3.504841183215e+04 
       3.481355706551e-04       3.580664241878e+04 
       3.561994836230e-04       3.657736996017e+04 
       3.644226063657e-04       3.736096422984e+04 
       3.728102898749e-04       3.815780084873e+04 
       3.813680363885e-04       3.896826112776e+04 
       3.901015005795e-04       3.979273203553e+04 
       3.990164902814e-04       4.063160542660e+04 
       4.081189666903e-04       4.148527801011e+04 
       4.174150439807e-04       4.235414816800e+04 
       4.269109882685e-04       4.323862041243e+04 
       4.366132158526e-04       4.413909916665e+04 
       4.465282906597e-04       4.505596751654e+04 
       4.566629208205e-04       4.598955488640e+04 
       4.670239542964e-04       4.694036341775e+04 
       4.776183734814e-04       4.790880010058e+04 
       4.884532886996e-04       4.889526818549e+04 
       4.995359305196e-04       4.990016197558e+04 
       5.108736408125e-04       5.092387246288e+04 
       5.224738624800e-04       5.196678612910e+04 
       5.343441277870e-04       5.302927420061e+04 
       5.464920452388e-04       5.411170154871e+04 
       5.589252849529e-04       5.521441728425e+04 
       5.716515624863e-04       5.633775541489e+04 
       5.846786210928e-04       5.748203349638e+04 
       5.980142124004e-04       5.864754865201e+04 
       6.116660755175e-04       5.983457634127e+04 
       6.256419145976e-04       6.104336772015e+04 
       6.399493749129e-04       6.227414590684e+04 
       6.545960175147e-04       6.352710559676e+04 
       6.695892925833e-04       6.480240905696e+04 
       6.849365115982e-04       6.610018402534e+04 
       7.006448184890e-04       6.742052019916e+04 
       7.167211599546e-04       6.876347027162e+04 
       7.331722551692e-04       7.012904129587e+04 
       7.500045651189e-04       7.151719912310e+04 
       7.672242618403e-04       7.292786098359e+04 
       7.848371978525e-04       7.436089821239e+04 
       8.028488760953e-04       7.581612844390e+04 
       8.212644206990e-04       7.729331887810e+04 
       8.400885489214e-04       7.879218768890e+04 
       8.593255445882e-04       8.031239101873e+04 
       8.789792333730e-04       8.185353875613e+04 
       8.990529602375e-04       8.341518144960e+04 
       9.195495693394e-04       8.499681756445e+04 
       9.404713866865e-04       8.659788684408e+04 
       9.618202057863e-04       8.821778303717e+04 
       9.835972765010e-04       8.985584338238e+04 
       1.005803297275e-03       9.151134819192e+04 
       1.028438410851e-03       9.318353830660e+04 
       1.051502203552e-03       9.487161358491e+04 
       1.074993708128e-03       9.657471368473e+04 
       1.098911410144e-03       9.829194592908e+04 
       1.123253257810e-03       1.000223818831e+05 
       1.148016675115e-03       1.017650552257e+05 
       1.173198578074e-03       1.035189688829e+05 
       1.198795393860e-03       1.052830982427e+05 
       1.224803082561e-03       1.070564071564e+05 
       1.251217161259e-03       1.088378162402e+05 
       1.278032730113e-03       1.106262644510e+05 
       1.305244500128e-03       1.124206573426e+05 
       1.332846822249e-03       1.142198793068e+05 
       1.360833717459e-03       1.160228444305e+05 
