# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.000000000000e+14       7.559518509162e-26       4.634785000235e-09       2.157256292800e+22       1.439438074065e+04       1.439438074065e-10       1.439438074065e+18       2.676317464533e-09       2.751560535470e+44       1.822832333832e+33       1.336376166075e+34       3.597058373482e-08       1.902194177205e+44       4.653754712827e+44       4.653754712827e+44       1.551251570892e+44      -1.338578885209e+53       5.705050194306e-06       2.000000000000e+00 
       9.893085837570e+13       7.723792208829e-26       4.685716703534e-09       2.111374631023e+22       1.439438074065e+04       1.454994020772e-10       1.424048442459e+18       2.705240316112e-09       2.635761930281e+44       1.764989212590e+33       1.293969540318e+34       3.597058373482e-08       1.822140902098e+44       4.457902832527e+44       4.457902832527e+44       1.485967610793e+44      -1.268536174643e+53       5.827697136253e-06       1.957908951181e+00 
       9.787314738953e+13       7.891635675386e-26       4.736648406833e-09       2.066468804566e+22       1.439438074065e+04       1.470718079941e-10       1.408823347811e+18       2.734475734725e-09       2.524836674885e+44       1.708981601183e+33       1.252908585004e+34       3.597058373482e-08       1.745456645219e+44       4.270293320246e+44       4.270293320246e+44       1.423431106701e+44      -1.202158531079e+53       5.950344078186e-06       1.917553041712e+00 
       9.682674483178e+13       8.063126489077e-26       4.787580110133e-09       2.022518058852e+22       1.439438074065e+04       1.486612068355e-10       1.393761030986e+18       2.764027098842e-09       2.418579675807e+44       1.654751254200e+33       1.213150598578e+34       3.597058373482e-08       1.671999622440e+44       4.090579298384e+44       4.090579298384e+44       1.363526432749e+44      -1.139254175589e+53       6.072991020112e-06       1.878827146122e+00 
       9.579152979933e+13       8.238343922807e-26       4.838511813432e-09       1.979502080721e+22       1.439438074065e+04       1.502677822434e-10       1.378859751661e+18       2.793897823455e-09       2.316794470871e+44       1.602241774505e+33       1.174654234510e+34       3.597058373482e-08       1.601634016574e+44       3.918428487578e+44       3.918428487578e+44       1.306142829148e+44      -1.079641364298e+53       6.195637962040e-06       1.841634462244e+00 
       9.476738268169e+13       8.417368954574e-26       4.891262506135e-09       1.937400989043e+22       1.439438074065e+04       1.518917198441e-10       1.364117788115e+18       2.824091359696e-09       2.219292865953e+44       1.551398554588e+33       1.137379458305e+34       3.597058373482e-08       1.534229726263e+44       3.753522592345e+44       3.753522592345e+44       1.251174197405e+44      -1.023147863294e+53       6.318284903964e-06       1.805885704713e+00 
       9.375418514718e+13       8.600284325765e-26       4.944013198838e-09       1.896195325533e+22       1.439438074065e+04       1.535332072702e-10       1.349533437038e+18       2.854611196177e-09       2.125894587024e+44       1.502168719774e+33       1.101287505862e+34       3.597058373482e-08       1.469662125423e+44       3.595556712572e+44       3.595556712572e+44       1.198518904149e+44      -9.696104510074e+52       6.440931845888e-06       1.771498388655e+00 
       9.275182012925e+13       8.787174577808e-26       4.998582880944e-09       1.855866045752e+22       1.439438074065e+04       1.551924341818e-10       1.335105013329e+18       2.885460859270e-09       2.036426946831e+44       1.454501073239e+33       1.066340843165e+34       3.597058373482e-08       1.407811832824e+44       3.444238779777e+44       3.444238779777e+44       1.148079593218e+44      -9.188744466281e+52       6.563578787812e-06       1.738396194400e+00 
       9.176017181296e+13       8.978126095013e-26       5.051333573647e-09       1.816394510312e+22       1.439438074065e+04       1.568695922888e-10       1.320830849903e+18       2.916643913475e-09       1.950724525616e+44       1.408346042760e+33       1.032503127248e+34       3.597058373482e-08       1.348564491358e+44       3.299289017091e+44       3.299289017091e+44       1.099763005658e+44      -8.707932632005e+52       6.686225729735e-06       1.706508402067e+00 
       9.077912562158e+13       9.173227129478e-26       5.105903255753e-09       1.777762476253e+22       1.439438074065e+04       1.585648753729e-10       1.306709297500e+18       2.948163961689e-09       1.868628865258e+44       1.363655629172e+33       9.997391684009e+33       3.597058373482e-08       1.291810556602e+44       3.160439421974e+44       3.160439421974e+44       1.053479807287e+44      -8.252279841038e+52       6.808872671654e-06       1.675769387306e+00 
       8.980856820338e+13       9.372567846676e-26       5.162291927263e-09       1.739952088619e+22       1.439438074065e+04       1.602784793100e-10       1.292738724492e+18       2.980024645721e-09       1.789988176302e+44       1.320383356443e+33       9.680148935709e+33       3.597058373482e-08       1.237445094279e+44       3.027433270691e+44       3.027433270691e+44       1.009144423527e+44      -7.820469616921e+52       6.931519613569e-06       1.646118170433e+00 
       8.884838741853e+13       9.576240376621e-26       5.216861609370e-09       1.702945872202e+22       1.439438074065e+04       1.620106020928e-10       1.278917516695e+18       3.012229646801e-09       1.714657057307e+44       1.278484223344e+33       9.372973109315e+33       3.597058373482e-08       1.185367586236e+44       2.900024643650e+44       2.900024643650e+44       9.666748811811e+43      -7.411254369375e+52       7.054166555479e-06       1.617498012609e+00 
       8.789847232612e+13       9.784338856404e-26       5.273250280879e-09       1.666726723465e+22       1.439438074065e+04       1.637614438536e-10       1.265244077184e+18       3.044782685990e-09       1.642496226007e+44       1.237914656652e+33       9.075544755708e+33       3.597058373482e-08       1.135481744601e+44       2.777977970711e+44       2.777977970711e+44       9.259926568692e+43      -7.023451789740e+52       7.176813497384e-06       1.589856053481e+00 
       8.695871317136e+13       9.996959462975e-26       5.331457941793e-09       1.631277902637e+22       1.439438074065e+04       1.655312068876e-10       1.251716826106e+18       3.077687524504e-09       1.573372261788e+44       1.198632465831e+33       8.787554562703e+33       3.597058373482e-08       1.087695333746e+44       2.661067595633e+44       2.661067595633e+44       8.870225318445e+43      -6.655941435049e+52       7.299460439284e-06       1.563142985411e+00 
       8.602900137289e+13       1.021420046245e-25       5.387846613303e-09       1.596583025982e+22       1.439438074065e+04       1.673200956763e-10       1.238334200499e+18       3.110947964198e-09       1.507157359005e+44       1.160596799161e+33       8.508703033382e+33       3.597058373482e-08       1.041919999751e+44       2.549077358852e+44       2.549077358852e+44       8.496924529186e+43      -6.307661490823e+52       7.422107381179e-06       1.537312759906e+00 
       8.510922951025e+13       1.043616225894e-25       5.446054274216e-09       1.562626058215e+22       1.439438074065e+04       1.691283169109e-10       1.225094654114e+18       3.144567848032e-09       1.443729090674e+44       1.123768101250e+33       8.238700174627e+33       3.597058373482e-08       9.980711070464e+43       2.441800197814e+44       2.441800197814e+44       8.139333992402e+43      -5.977605703275e+52       7.544754323068e-06       1.512322322708e+00 
