# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.000000000000e+14       7.559518509147e-26       4.634785000235e-09       2.157256292805e+22       1.374083903534e+04       1.374083903534e-10       1.374083903534e+18       2.676317464528e-09       2.751560535470e+44       3.714337429123e+33       1.336376166075e+34       3.407907863952e-08       1.902194177205e+44       4.653754712846e+44       4.653754712846e+44       1.551251570892e+44      -1.338578885212e+53       4.963549182180e-06       2.000000000000e+00 
       9.893085837570e+13       7.723792208814e-26       4.685716703534e-09       2.111374631027e+22       1.374083903534e+04       1.388933570469e-10       1.359393000568e+18       2.705240316107e-09       2.635761930281e+44       3.596472024688e+33       1.293969540318e+34       3.407907863952e-08       1.822140902098e+44       4.457902832545e+44       4.457902832545e+44       1.485967610793e+44      -1.268536174645e+53       5.070255364889e-06       1.957908951181e+00 
       9.787314738953e+13       7.891635675370e-26       4.736648406833e-09       2.066468804571e+22       1.374083903534e+04       1.403943717131e-10       1.344859164161e+18       2.734475734719e-09       2.524836674885e+44       3.482346790291e+33       1.252908585004e+34       3.407907863952e-08       1.745456645219e+44       4.270293320264e+44       4.270293320264e+44       1.423431106701e+44      -1.202158531082e+53       5.176961547586e-06       1.917553041712e+00 
       9.682674483178e+13       8.063126489060e-26       4.787580110133e-09       2.022518058857e+22       1.374083903534e+04       1.419116077816e-10       1.330480715049e+18       2.764027098836e-09       2.418579675807e+44       3.371843040793e+33       1.213150598578e+34       3.407907863952e-08       1.671999622440e+44       4.090579298401e+44       4.090579298401e+44       1.363526432749e+44      -1.139254175591e+53       5.283667730276e-06       1.878827146122e+00 
       9.579152979933e+13       8.238343922790e-26       4.838511813432e-09       1.979502080725e+22       1.374083903534e+04       1.434452405565e-10       1.316255991921e+18       2.793897823449e-09       2.316794470871e+44       3.264845857236e+33       1.174654234510e+34       3.407907863952e-08       1.601634016574e+44       3.918428487595e+44       3.918428487595e+44       1.306142829148e+44      -1.079641364300e+53       5.390373912969e-06       1.841634462244e+00 
       9.476738268169e+13       8.417368954557e-26       4.891262506135e-09       1.937400989047e+22       1.374083903534e+04       1.449954472362e-10       1.302183351229e+18       2.824091359690e-09       2.219292865953e+44       3.161243967337e+33       1.137379458305e+34       3.407907863952e-08       1.534229726263e+44       3.753522592361e+44       3.753522592361e+44       1.251174197405e+44      -1.023147863296e+53       5.497080095658e-06       1.805885704713e+00 
       9.375418514718e+13       8.600284325747e-26       4.944013198838e-09       1.896195325537e+22       1.374083903534e+04       1.465624069343e-10       1.288261166997e+18       2.854611196171e-09       2.125894587024e+44       3.060929629763e+33       1.101287505862e+34       3.407907863952e-08       1.469662125423e+44       3.595556712588e+44       3.595556712588e+44       1.198518904149e+44      -9.696104510095e+52       5.603786278347e-06       1.771498388655e+00 
       9.275182012925e+13       8.787174577790e-26       4.998582880944e-09       1.855866045756e+22       1.374083903534e+04       1.481463007000e-10       1.274487830631e+18       2.885460859264e-09       2.036426946831e+44       2.963798522091e+33       1.066340843165e+34       3.407907863952e-08       1.407811832824e+44       3.444238779792e+44       3.444238779792e+44       1.148079593218e+44      -9.188744466301e+52       5.710492461037e-06       1.738396194401e+00 
       9.176017181296e+13       8.978126094995e-26       5.051333573647e-09       1.816394510316e+22       1.374083903534e+04       1.497473115389e-10       1.260861750737e+18       2.916643913468e-09       1.950724525616e+44       2.869749632313e+33       1.032503127248e+34       3.407907863952e-08       1.348564491358e+44       3.299289017106e+44       3.299289017106e+44       1.099763005658e+44      -8.707932632024e+52       5.817198643725e-06       1.706508402067e+00 
       9.077912562158e+13       9.173227129459e-26       5.105903255753e-09       1.777762476257e+22       1.374083903534e+04       1.513656244346e-10       1.247381352935e+18       2.948163961682e-09       1.868628865258e+44       2.778685153791e+33       9.997391684009e+33       3.407907863952e-08       1.291810556602e+44       3.160439421988e+44       3.160439421988e+44       1.053479807287e+44      -8.252279841056e+52       5.923904826409e-06       1.675769387306e+00 
