# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.076730294084e-09       3.257363689668e-14       2.742844661319e-12       0.000000000000e+00       6.420378943002e-08       3.534523152280e-09      -1.435741542652e-11 
    3       1.018295561550e-09       4.173052743833e-14       3.082260776405e-12       0.000000000000e+00       3.949517805025e-08       2.507227192971e-09      -1.087110733673e-11 
    4       9.632091813350e-10       3.607796483328e-14       2.882074557636e-12       0.000000000000e+00       2.746566680128e-08       1.899152044211e-09      -7.113592545556e-12 
    5       9.219635438413e-10       2.405396773269e-14       2.453996877213e-12       0.000000000000e+00       2.051026076421e-08       1.500456786348e-09      -3.951058052016e-12 
    6       8.936767058544e-10       1.344202635335e-14       1.976177223477e-12       0.000000000000e+00       1.602929068898e-08       1.221020733554e-09      -1.622124138853e-12 
    7       8.752409555742e-10       7.261007955750e-15       1.551472751292e-12       0.000000000000e+00       1.293892596185e-08       1.015893395269e-09      -1.377416374109e-13 
    8       8.644757897664e-10       4.685164226999e-15       1.224842863125e-12       0.000000000000e+00       1.069936666982e-08       8.602899561473e-10       6.187979729091e-13 
    9       8.594468233813e-10       3.760129773598e-15       1.006218583604e-12       0.000000000000e+00       9.013230247677e-09       7.395469555024e-10       8.295146729142e-13 
   10       8.583570770403e-10       3.201511751450e-15       8.852490302003e-13       0.000000000000e+00       7.705608070894e-09       6.439163044438e-10       6.958825126188e-13 
   11       8.607475407885e-10       2.686296670026e-15       8.411982364666e-13       0.000000000000e+00       6.494470327675e-09       5.689504297545e-10       4.056469927270e-13 
   12       8.654377597588e-10       2.336373623586e-15       8.502267844152e-13       0.000000000000e+00       5.675968020053e-09       5.030808981382e-10       9.581407686699e-14 
   13       8.720341900508e-10       2.237527210137e-15       8.914253393825e-13       0.000000000000e+00       5.003897099734e-09       4.495936450367e-10      -1.401098749021e-13 
   14       8.801687720719e-10       2.327692101409e-15       9.490437725115e-13       0.000000000000e+00       4.444623182671e-09       4.030191802188e-10      -2.689260577465e-13 
   15       8.897369814361e-10       2.515334756307e-15       1.013035346330e-12       0.000000000000e+00       3.973763035316e-09       3.638449030958e-10      -2.922369542921e-13 
   16       9.001517461423e-10       2.780719050422e-15       1.078234984056e-12       0.000000000000e+00       3.573345299488e-09       3.300759342096e-10      -2.409063361829e-13 
   17       9.116301398262e-10       3.166959956676e-15       1.142913744402e-12       0.000000000000e+00       3.229791250346e-09       3.006016520930e-10      -1.554265665076e-13 
   18       9.236778364872e-10       3.716366395806e-15       1.209103314172e-12       0.000000000000e+00       2.931552276784e-09       2.748938160591e-10      -7.387542923349e-14 
   19       9.363823772471e-10       4.431503577281e-15       1.278542733213e-12       0.000000000000e+00       2.673915982231e-09       2.525837478656e-10      -1.652695788947e-14 
   20       9.496882031824e-10       5.296805240082e-15       1.352323675274e-12       0.000000000000e+00       2.446965291595e-09       2.327713280703e-10       3.301466326512e-15 
   21       9.636070410353e-10       6.307258423179e-15       1.430072665637e-12       0.000000000000e+00       2.247146559457e-09       2.151009194589e-10      -9.999195647285e-15 
   22       9.779356996382e-10       7.459027750727e-15       1.510327223284e-12       0.000000000000e+00       2.069690948682e-09       1.991356136907e-10      -4.284066114516e-14 
   23       9.927121029446e-10       8.753677995788e-15       1.590536840085e-12       0.000000000000e+00       1.912166903175e-09       1.848111579742e-10      -8.159738400189e-14 
   24       1.007886658996e-09       1.019302375390e-14       1.667470872219e-12       0.000000000000e+00       1.770940959561e-09       1.720000754039e-10      -1.117346488853e-13 
   25       1.023474595772e-09       1.177769670304e-14       1.738885230395e-12       0.000000000000e+00       1.644357260718e-09       1.605397278925e-10      -1.267647031087e-13 
   26       1.039388279249e-09       1.350979197642e-14       1.802857345816e-12       0.000000000000e+00       1.530129696617e-09       1.501441852002e-10      -1.240923372794e-13 
   27       1.055588485387e-09       1.540504506997e-14       1.858478727174e-12       0.000000000000e+00       1.426891581939e-09       1.406791282276e-10      -1.085669864862e-13 
   28       1.071983721692e-09       1.748324704857e-14       1.905400162077e-12       0.000000000000e+00       1.332866695196e-09       1.319981013253e-10      -8.808172591573e-14 
   29       1.088645393283e-09       1.975535944097e-14       1.944171525229e-12       0.000000000000e+00       1.247577488102e-09       1.240861078154e-10      -6.779113664331e-14 
   30       1.105608270864e-09       2.222942485380e-14       1.975934763833e-12       0.000000000000e+00       1.170110965969e-09       1.168984010828e-10      -5.291122946751e-14 
   31       1.122825555254e-09       2.491321932643e-14       2.001847771908e-12       0.000000000000e+00       1.098890333377e-09       1.103224599059e-10      -4.825213780859e-14 
   32       1.140320747453e-09       2.781501082705e-14       2.021465437470e-12       0.000000000000e+00       1.033549360220e-09       1.042922338837e-10      -5.238110196490e-14 
   33       1.158071814281e-09       3.094302104147e-14       2.033742353634e-12       0.000000000000e+00       9.736272124700e-10       9.870307594359e-11      -6.116937120902e-14 
   34       1.176002931422e-09       3.430480745584e-14       2.037516454304e-12       0.000000000000e+00       9.182868459149e-10       9.342441948253e-11      -7.001646473353e-14 
   35       1.194131192124e-09       3.790591175771e-14       2.031795442422e-12       0.000000000000e+00       8.672460625960e-10       8.847143846524e-11      -7.669111911935e-14 
   36       1.212457724239e-09       4.175063563495e-14       2.015552475459e-12       0.000000000000e+00       8.200964949228e-10       8.388754069336e-11      -7.941696780162e-14 
   37       1.230950413988e-09       4.584305235829e-14       1.987853781767e-12       0.000000000000e+00       7.762258090181e-10       7.969291513786e-11      -7.677009249637e-14 
   38       1.249640721461e-09       5.018949694322e-14       1.948584901431e-12       0.000000000000e+00       7.355213800762e-10       7.587073213539e-11      -6.996081455098e-14 
   39       1.268549920326e-09       5.479684859613e-14       1.897969757748e-12       0.000000000000e+00       6.978547212925e-10       7.237224487584e-11      -6.133573416053e-14 
   40       1.287657518772e-09       5.967185367556e-14       1.836388246500e-12       0.000000000000e+00       6.628674170834e-10       6.911721683848e-11      -5.381445469436e-14 
   41       1.306922880264e-09       6.482082861987e-14       1.764217070097e-12       0.000000000000e+00       6.300961389119e-10       6.601835490984e-11      -5.011989365154e-14 
   42       1.326369189714e-09       7.024867224691e-14       1.681267434618e-12       0.000000000000e+00       5.994448641664e-10       6.307030401440e-11      -5.007899185325e-14 
   43       1.346019372005e-09       7.595951804340e-14       1.587180050576e-12       0.000000000000e+00       5.708326143206e-10       6.028533168039e-11      -5.250552361507e-14 
   44       1.365869817655e-09       8.195696764792e-14       1.481575665704e-12       0.000000000000e+00       5.440517418830e-10       5.766816361055e-11      -5.591276940688e-14 
   45       1.385902770357e-09       8.824430083731e-14       1.364075907776e-12       0.000000000000e+00       5.188421925067e-10       5.521701430097e-11      -5.884831179857e-14 
   46       1.406134124258e-09       9.482524674190e-14       1.234378546707e-12       0.000000000000e+00       4.951645339791e-10       5.292868257189e-11      -6.106142426099e-14 
   47       1.426575427449e-09       1.017033952664e-13       1.092200904846e-12       0.000000000000e+00       4.729913954000e-10       5.079379827383e-11      -6.265318105140e-14 
   48       1.447218368734e-09       1.088819648612e-13       9.372578205985e-13       0.000000000000e+00       4.522251127305e-10       4.879464999617e-11      -6.375521916611e-14 
   49       1.468033004197e-09       1.163637880633e-13       7.692607279984e-13       0.000000000000e+00       4.326925004558e-10       4.690459005478e-11      -6.453156544541e-14 
   50       1.488984667839e-09       1.241511649793e-13       5.879297630112e-13       0.000000000000e+00       4.141970516395e-10       4.509565067947e-11      -6.516183652916e-14 
   51       1.510094229248e-09       1.322454103940e-13       3.930360918823e-13       0.000000000000e+00       3.967043718441e-10       4.336521018515e-11      -6.578122382632e-14 
   52       1.531391126701e-09       1.406471587365e-13       1.843694813144e-13       0.000000000000e+00       3.801980416519e-10       4.171553651609e-11      -6.652737640660e-14 
   53       1.552895239660e-09       1.493564652101e-13      -3.827402419717e-14       0.000000000000e+00       3.646241215955e-10       4.014600501860e-11      -6.755853233955e-14 
   54       1.574615994590e-09       1.583727851192e-13      -2.750924097752e-13       0.000000000000e+00       3.498886263343e-10       3.865288983813e-11      -6.905446922766e-14 
   55       1.596556541520e-09       1.676953135069e-13      -5.262504032298e-13       0.000000000000e+00       3.358862205180e-10       3.723117910781e-11      -7.115502952474e-14 
   56       1.618729547211e-09       1.773241502339e-13      -7.917889719974e-13       0.000000000000e+00       3.226004407002e-10       3.588102645966e-11      -7.375563536201e-14 
   57       1.641143759113e-09       1.872593881190e-13      -1.071693881753e-12       0.000000000000e+00       3.100239465205e-10       3.460253682283e-11      -7.666264014836e-14 
   58       1.663798596895e-09       1.975007714946e-13      -1.365920569953e-12       0.000000000000e+00       2.981281994687e-10       3.339375612046e-11      -7.964985375907e-14 
   59       1.686683455818e-09       2.080476895714e-13      -1.674393378144e-12       0.000000000000e+00       2.868621534899e-10       3.225054151582e-11      -8.245706091775e-14 
   60       1.709777010110e-09       2.188991698028e-13      -1.997004784267e-12       0.000000000000e+00       2.761509455902e-10       3.116643165832e-11      -8.478853957823e-14 
   61       1.733057077245e-09       2.300533012482e-13      -2.333633218277e-12       0.000000000000e+00       2.659166954135e-10       3.013444455749e-11      -8.638084599297e-14 
   62       1.756534374096e-09       2.415053684236e-13      -2.684202918698e-12       0.000000000000e+00       2.561493218379e-10       2.915323632001e-11      -8.722730146564e-14 
   63       1.780225136023e-09       2.532492848927e-13      -3.048636210373e-12       0.000000000000e+00       2.468493707207e-10       2.822210084790e-11      -8.740149421901e-14 
   64       1.804140870195e-09       2.652781020743e-13      -3.426835932192e-12       0.000000000000e+00       2.380067127266e-10       2.733909696263e-11      -8.699316105884e-14 
   65       1.828287994052e-09       2.775839845211e-13      -3.818685259029e-12       0.000000000000e+00       2.295999354337e-10       2.650097981330e-11      -8.610890353540e-14 
   66       1.852667473776e-09       2.901581851989e-13      -4.224047523687e-12       0.000000000000e+00       2.215957354402e-10       2.570313228494e-11      -8.487290410495e-14 
   67       1.877274462746e-09       3.029910207650e-13      -4.642766038840e-12       0.000000000000e+00       2.139483104703e-10       2.493949640672e-11      -8.342764229128e-14 
   68       1.902103024839e-09       3.160728459206e-13      -5.074671880439e-12       0.000000000000e+00       2.066115972600e-10       2.420412757794e-11      -8.190742497468e-14 
   69       1.927162223799e-09       3.293972609863e-13      -5.519609467350e-12       0.000000000000e+00       1.995802235365e-10       2.349637626880e-11      -8.035114825995e-14 
   70       1.952462659499e-09       3.429585128419e-13      -5.977415868766e-12       0.000000000000e+00       1.928558000672e-10       2.281663787157e-11      -7.877306419185e-14 
   71       1.978011444223e-09       3.567505541748e-13      -6.447913326443e-12       0.000000000000e+00       1.864345347310e-10       2.216479618001e-11      -7.718842309383e-14 
   72       2.003811971179e-09       3.707670443111e-13      -6.930909280253e-12       0.000000000000e+00       1.803069531607e-10       2.154019630195e-11      -7.561349443867e-14 
   73       2.029863683012e-09       3.850013500457e-13      -7.426196393751e-12       0.000000000000e+00       1.744576193863e-10       2.094161757177e-11      -7.406558771917e-14 
   74       2.056161840312e-09       3.994465464729e-13      -7.933552579728e-12       0.000000000000e+00       1.688648564775e-10       2.036724646300e-11      -7.256307331875e-14 
   75       2.082697290123e-09       4.140954178173e-13      -8.452741025773e-12       0.000000000000e+00       1.635004671866e-10       1.981464950079e-11      -7.112540338215e-14 
   76       2.109461026990e-09       4.289399886633e-13      -8.983508063212e-12       0.000000000000e+00       1.583367357145e-10       1.928141520112e-11      -6.977048373314e-14 
   77       2.136459348008e-09       4.439700171202e-13      -9.525576268772e-12       0.000000000000e+00       1.533695245896e-10       1.876727491100e-11      -6.850619021209e-14 
   78       2.163701053638e-09       4.591742271105e-13      -1.007865014556e-11       0.000000000000e+00       1.485989016488e-10       1.827232129805e-11      -6.733733603186e-14 
   79       2.191192769287e-09       4.745407449380e-13      -1.064241814973e-11       0.000000000000e+00       1.440221046141e-10       1.779636048134e-11      -6.626815057983e-14 
   80       2.218938812091e-09       4.900570904889e-13      -1.121655267182e-11       0.000000000000e+00       1.396334110414e-10       1.733889866282e-11      -6.530224596962e-14 
   81       2.246941057705e-09       5.057101684321e-13      -1.180071001809e-11       0.000000000000e+00       1.354240082681e-10       1.689912875881e-11      -6.444258359284e-14 
   82       2.275198807082e-09       5.214862594212e-13      -1.239453039184e-11       0.000000000000e+00       1.313818633617e-10       1.647591703146e-11      -6.369144067077e-14 
   83       2.303708653266e-09       5.373710112948e-13      -1.299763787478e-11       0.000000000000e+00       1.274915930676e-10       1.606778972021e-11      -6.305037680615e-14 
   84       2.332466703136e-09       5.533499713162e-13      -1.360964419258e-11       0.000000000000e+00       1.237382035241e-10       1.567330035536e-11      -6.251816353301e-14 
   85       2.361475957655e-09       5.694103035443e-13      -1.423016076978e-11       0.000000000000e+00       1.201193066094e-10       1.529223094674e-11      -6.208425186254e-14 
   86       2.390739916562e-09       5.855393413578e-13      -1.485878864843e-11       0.000000000000e+00       1.166346997785e-10       1.492456634200e-11      -6.173415543384e-14 
   87       2.420260239925e-09       6.017240720196e-13      -1.549511492576e-11       0.000000000000e+00       1.132826123058e-10       1.457012438179e-11      -6.145132454384e-14 
   88       2.450036654516e-09       6.179511369714e-13      -1.613871279916e-11       0.000000000000e+00       1.100596402715e-10       1.422854892928e-11      -6.121707846371e-14 
   89       2.480066860168e-09       6.342068321277e-13      -1.678914161109e-11       0.000000000000e+00       1.069606815473e-10       1.389930289962e-11      -6.101053775523e-14 
   90       2.510346436143e-09       6.504771081699e-13      -1.744594689403e-11       0.000000000000e+00       1.039788707832e-10       1.358166128942e-11      -6.080855658723e-14 
   91       2.540868747498e-09       6.667475708401e-13      -1.810866041540e-11       0.000000000000e+00       1.011055143936e-10       1.327470420625e-11      -6.058565505199e-14 
   92       2.571624851445e-09       6.830034812359e-13      -1.877680022252e-11       0.000000000000e+00       9.833002554344e-11       1.297730989813e-11      -6.031395148160e-14 
   93       2.602606221419e-09       6.992299753915e-13      -1.944987749127e-11       0.000000000000e+00       9.564243653339e-11       1.268842897898e-11      -5.996958206139e-14 
   94       2.633813591285e-09       7.154127601609e-13      -2.012741815270e-11       0.000000000000e+00       9.304150940603e-11       1.240796942394e-11      -5.955321113121e-14 
   95       2.665249274368e-09       7.315375230267e-13      -2.080894461726e-11       0.000000000000e+00       9.052773064744e-11       1.213603240897e-11      -5.907249484825e-14 
   96       2.696914410053e-09       7.475897253977e-13      -2.149396939743e-11       0.000000000000e+00       8.810081324107e-11       1.187263990573e-11      -5.853588982751e-14 
   97       2.728808908826e-09       7.635546059134e-13      -2.218199524596e-11       0.000000000000e+00       8.575966703357e-11       1.161773157099e-11      -5.795267450830e-14 
   98       2.760931397323e-09       7.794171837483e-13      -2.287251529429e-11       0.000000000000e+00       8.350236910052e-11       1.137116163607e-11      -5.733297052069e-14 
   99       2.793279163366e-09       7.951622619160e-13      -2.356501319081e-11       0.000000000000e+00       8.132613411227e-11       1.113269579621e-11      -5.668776405198e-14 
  100       2.825848101012e-09       8.107744305732e-13      -2.425896323923e-11       0.000000000000e+00       7.922728469973e-11       1.090200810004e-11      -5.602892721314e-14 
  101       2.858632655589e-09       8.262380703246e-13      -2.495383053690e-11       0.000000000000e+00       7.720122182013e-11       1.067867783894e-11      -5.536923940533e-14 
  102       2.891625768745e-09       8.415373555267e-13      -2.564907111314e-11       0.000000000000e+00       7.524239512285e-11       1.046218643653e-11      -5.472240868630e-14 
  103       2.924818823488e-09       8.566562575918e-13      -2.634413206756e-11       0.000000000000e+00       7.334427331518e-11       1.025191433800e-11      -5.410309313687e-14 
  104       2.958203465031e-09       8.715789457927e-13      -2.703845609422e-11       0.000000000000e+00       7.150082496161e-11       1.004728641124e-11      -5.352375558055e-14 
  105       2.991777461831e-09       8.862910442198e-13      -2.773149545210e-11       0.000000000000e+00       6.971125252443e-11       9.848237219185e-12      -5.298469783284e-14 
  106       3.025539537524e-09       9.007785515708e-13      -2.842270014848e-11       0.000000000000e+00       6.797584555343e-11       9.654803092521e-12      -5.248271379037e-14 
  107       3.059487531888e-09       9.150274663934e-13      -2.911151390597e-11       0.000000000000e+00       6.629451448006e-11       9.466977769860e-12      -5.201412259172e-14 
  108       3.093618366505e-09       9.290237947575e-13      -2.979737434901e-11       0.000000000000e+00       6.466677758144e-11       9.284710919137e-12      -5.157475518557e-14 
  109       3.127928010412e-09       9.427535579277e-13      -3.047971319041e-11       0.000000000000e+00       6.309174794427e-11       9.107906659023e-12      -5.115994089887e-14 
  110       3.162411445761e-09       9.562028000357e-13      -3.115795641788e-11       0.000000000000e+00       6.156812042881e-11       8.936422080342e-12      -5.076449400496e-14 
  111       3.197062633471e-09       9.693575957527e-13      -3.183152448055e-11       0.000000000000e+00       6.009415863286e-11       8.770065767481e-12      -5.038270029169e-14 
  112       3.231874478889e-09       9.822040579615e-13      -3.249983247547e-11       0.000000000000e+00       5.866768185570e-11       8.608596319798e-12      -5.000830362964e-14 
  113       3.266838797439e-09       9.947283454291e-13      -3.316229033420e-11       0.000000000000e+00       5.728605206207e-11       8.451720873041e-12      -4.963449254021e-14 
  114       3.301946280285e-09       1.006916670479e-12      -3.381830300927e-11       0.000000000000e+00       5.594616084612e-11       8.299093620758e-12      -4.925388676377e-14 
  115       3.337186459984e-09       1.018755306665e-12      -3.446727066074e-11       0.000000000000e+00       5.464441639536e-11       8.150314335707e-12      -4.885852382782e-14 
  116       3.372549178884e-09       1.030230970756e-12      -3.510859609449e-11       0.000000000000e+00       5.337753104166e-11       8.005016335637e-12      -4.844155529589e-14 
  117       3.408029270279e-09       1.041332004998e-12      -3.574170770428e-11       0.000000000000e+00       5.214502041195e-11       7.863145674951e-12      -4.800259819598e-14 
  118       3.443622384552e-09       1.052047353668e-12      -3.636603968225e-11       0.000000000000e+00       5.094698506173e-11       7.724713278917e-12      -4.754301203041e-14 
  119       3.479323516529e-09       1.062366212488e-12      -3.698102526466e-11       0.000000000000e+00       4.978333118307e-11       7.589707856310e-12      -4.706424897852e-14 
  120       3.515126984422e-09       1.072278039603e-12      -3.758609698256e-11       0.000000000000e+00       4.865376464724e-11       7.458095211660e-12      -4.656785558126e-14 
  121       3.551026408771e-09       1.081772566561e-12      -3.818068691239e-11       0.000000000000e+00       4.755778504715e-11       7.329817557512e-12      -4.605547442595e-14 
  122       3.587014691387e-09       1.090839809303e-12      -3.876422692666e-11       0.000000000000e+00       4.649467973998e-11       7.204792826683e-12      -4.552884583095e-14 
  123       3.623083994296e-09       1.099470079134e-12      -3.933614894458e-11       0.000000000000e+00       4.546351788966e-11       7.082913984511e-12      -4.498980953033e-14 
  124       3.659225718681e-09       1.107653993714e-12      -3.989588518272e-11       0.000000000000e+00       4.446314450941e-11       6.964048341118e-12      -4.444030635856e-14 
  125       3.695430483824e-09       1.115382488038e-12      -4.044286840561e-11       0.000000000000e+00       4.349217450433e-11       6.848036863658e-12      -4.388237993521e-14 
  126       3.731688106052e-09       1.122646825413e-12      -4.097653217643e-11       0.000000000000e+00       4.254898671387e-11       6.734693488580e-12      -4.331817834962e-14 
  127       3.767987577674e-09       1.129438608446e-12      -4.149631110765e-11       0.000000000000e+00       4.163171795443e-11       6.623804433878e-12      -4.274995584561e-14 
  128       3.804317045932e-09       1.135749790024e-12      -4.200164111166e-11       0.000000000000e+00       4.073825706185e-11       6.515127511350e-12      -4.218007450615e-14 
  129       3.840665014131e-09       1.141572998892e-12      -4.249196531941e-11       0.000000000000e+00       3.986669866713e-11       6.408449036854e-12      -4.161066597265e-14 
  130       3.877024138771e-09       1.146902533454e-12      -4.296675203815e-11       0.000000000000e+00       3.901677345951e-11       6.303763080530e-12      -4.104257106723e-14 
  131       3.913387811110e-09       1.151733498254e-12      -4.342547924649e-11       0.000000000000e+00       3.818856429702e-11       6.201110672388e-12      -4.047628648795e-14 
  132       3.949748960123e-09       1.156061512255e-12      -4.386762939136e-11       0.000000000000e+00       3.738205789635e-11       6.100523694089e-12      -3.991229360628e-14 
  133       3.986100040188e-09       1.159882722074e-12      -4.429268967923e-11       0.000000000000e+00       3.659714216510e-11       6.002024603355e-12      -3.935105771912e-14 
  134       4.022433018773e-09       1.163193815211e-12      -4.470015236725e-11       0.000000000000e+00       3.583360353394e-11       5.905626158364e-12      -3.879302730083e-14 
  135       4.058739364125e-09       1.165992033287e-12      -4.508951505451e-11       0.000000000000e+00       3.509112428891e-11       5.811331142168e-12      -3.823863325523e-14 
  136       4.095010032962e-09       1.168275185272e-12      -4.546028097321e-11       0.000000000000e+00       3.436927990359e-11       5.719132087090e-12      -3.768828816763e-14 
  137       4.131235458155e-09       1.170041660723e-12      -4.581195927987e-11       0.000000000000e+00       3.366753637132e-11       5.629010999133e-12      -3.714238555686e-14 
  138       4.167405536424e-09       1.171290443013e-12      -4.614406534655e-11       0.000000000000e+00       3.298524753745e-11       5.540939082387e-12      -3.660129912725e-14 
  139       4.203509616019e-09       1.172021122568e-12      -4.645612105203e-11       0.000000000000e+00       3.232165243157e-11       5.454876463432e-12      -3.606538202069e-14 
  140       4.239536484413e-09       1.172233910096e-12      -4.674765507302e-11       0.000000000000e+00       3.167587259966e-11       5.370771915746e-12      -3.553496606864e-14 
  141       4.275474355989e-09       1.171929649823e-12      -4.701820317537e-11       0.000000000000e+00       3.104690943641e-11       5.288562584110e-12      -3.501036104412e-14 
  142       4.311310859730e-09       1.171109832728e-12      -4.726730850525e-11       0.000000000000e+00       3.043364151735e-11       5.208173709014e-12      -3.449185391377e-14 
  143       4.347033026904e-09       1.169776609770e-12      -4.749452188039e-11       0.000000000000e+00       2.983482193116e-11       5.129518351062e-12      -3.397970808983e-14 
  144       4.382628337625e-09       1.167932904223e-12      -4.769940630283e-11       0.000000000000e+00       2.924933971419e-11       5.052515924815e-12      -3.347409267247e-14 
  145       4.418088002790e-09       1.165582733211e-12      -4.788155038395e-11       0.000000000000e+00       2.867703883469e-11       4.977150441448e-12      -3.297486389374e-14 
  146       4.453403983798e-09       1.162730943172e-12      -4.804055680268e-11       0.000000000000e+00       2.811797525401e-11       4.903417510878e-12      -3.248176060475e-14 
